s2,2_Loc,2_Length,2_end
D874,893437,1681,895118
D733,895129,11012,906141
TSP,902999,3015,906014
R375,903051,2089,905140
340,906731,70608,977339
D339,978306,6186,984492
338,984492,1452,985944
D337,986772,6376,993148
D336,993148,5236,998384
335,998384,12179,1010563
334,1010922,1103,1012025
333,1012025,8903,1020928
332,1021691,1200,1022891
331,1022893,3495,1026388
D728,1026399,6569,1032968
330,1032970,1143,1034113
329,1034113,13756,1047869
328,1047869,8842,1056711
327,1057935,1086,1059021
326,1059023,16226,1075249
D819,1075249,1994,1077243
324,1077245,28705,1105950
D734,1105950,12243,1118193
R647,1112220,119,1112339
D321,1118193,3331,1121524
D783,1121524,6109,1127633
R647,1127989,104,1128093
319,1129536,816,1130352
D743,1130352,9273,1139625
313,1139627,2650,1142277
312,1142277,12880,1155157
311,1155272,2387,1157659
310,1158820,641,1159461
309,1159461,13510,1172971
308,1172971,18644,1191615
307,1191615,16889,1208504
D306,1208507,609,1209116
D1017,1210287,903,1211190
D303,1212348,1446,1213794
D302,1212412,615,1213027
D899,1214876,378,1215254
D982,1215254,1124,1216378
D300,1221263,3465,1224728
D299,1224728,12481,1237209
298,1237209,15359,1252568
297,1252568,12973,1265541
296,1265541,8619,1274160
295,1274160,10100,1284260
TSP,1284327,309,1284636
TSP,1284662,828,1285490
D168,1284689,803,1285492
294,1285926,35753,1321679
293,1321679,1350,1323029
292,1323029,2349,1325378
291,1325378,20096,1345474
290,1345476,1128,1346604
289,1346606,19666,1366272
D288,1366272,1005,1367277
R396,1367211,81,1367292
287,1367277,11131,1378408
286,1378408,1414,1379822
285,1380316,2520,1382836
D284,1382836,1009,1383845
D239,1384480,166,1384646
D904,1384646,1168,1385814
D238,1385849,1687,1387536
D237,1387536,396,1387932
D236,1387932,1298,1389230
D235,1389230,13127,1402357
IN,1392179,528,1392707
D234,1402357,3509,1405866
D233,1405866,169,1406035
D232,1406441,1160,1407601
D231,1407606,138,1407744
D230,1408457,4728,1413185
D229,1413185,1245,1414430
D939,1414430,1197,1415627
D825,1415627,1959,1417586
D227,1417586,5717,1423303
D836,1423304,1624,1424928
D756,1424928,6207,1431135
D224,1431135,9091,1440226
D225,1431182,7038,1438220
D223,1440226,181,1440407
D222,1440443,4690,1445133
D221,1445670,2779,1448449
IN,1446374,627,1447001
D727,1448450,48498,1496948
TSP,1449550,1296,1450846
TSP,1493559,336,1493895
TSP,1493891,336,1494227
TSP,1494290,1512,1495802
D856,1496948,2256,1499204
D890,1499204,1970,1501174
D868,1501174,4597,1505771
TSP,1503873,1098,1504971
IN,1505776,1937,1507713
D214,1505945,1965,1507910
282,1507914,7611,1515525
D281,1515525,2652,1518177
280,1519103,2086,1521189
D279,1521189,11144,1532333
278,1532333,4399,1536732
277,1536732,1398,1538130
276,1538131,3389,1541520
275,1541521,2415,1543936
274,1543936,39438,1583374
D814,1583374,1502,1584876
273,1584930,12250,1597180
272,1597180,1179,1598359
271,1598360,9616,1607976
270,1607976,13328,1621304
269,1621304,8250,1629554
268,1629554,32390,1661944
267,1661989,10301,1672290
TSP,1672950,309,1673259
TSP,1673285,828,1674113
D167,1673828,4283,1678111
TSP,1680397,336,1680733
TSP,1680729,336,1681065
TSP,1681128,1512,1682640
D729,1682927,29420,1712347
IN,1696103,1383,1697486
D959,1712347,1923,1714270
D264,1714276,477,1714753
TSP,1714278,828,1715106
TSP,1715132,309,1715441
D958,1715178,71,1715249
D779,1715510,14188,1729698
D763,1719955,652,1720607
D744,1730656,12994,1743650
262,1744522,2379,1746901
261,1746901,8636,1755537
246,1755537,18309,1773846
245,1773846,9294,1783140
244,1783140,15004,1798144
D243,1798144,205,1798349
R883,1798332,37,1798369
242,1798352,19995,1818347
D240,1818347,1032,1819379
213,1819547,2358,1821905
212,1822797,42703,1865500
211,1865500,52096,1917596
210,1918189,6477,1924666
209,1924666,6119,1930785
208,1931404,12279,1943683
207,1943684,1014,1944698
206,1944699,5512,1950211
205,1950211,1053,1951264
204,1951264,5261,1956525
203,1956525,5780,1962305
202,1962305,7043,1969348
201,1969348,1245,1970593
200,1970594,17414,1988008
199,1988008,43687,2031695
198,2031695,9332,2041027
197,2041027,29281,2070308
196,2071297,5469,2076766
195,2076766,2845,2079611
D194,2079611,1126,2080737
D805,2080737,1505,2082242
193,2082297,32409,2114706
192,2114706,1406,2116112
191,2116112,8947,2125059
190,2125449,11025,2136474
31,2137135,14394,2151529
313,2152049,26780,2178829
D839,2178947,6456,2185403
187,2185403,11737,2197140
186,2197140,1077,2198217
185,2198217,8589,2206806
184,2206806,1161,2207967
183,2207967,28162,2236129
182,2236129,11038,2247167
181,2247167,9211,2256378
D950,2256378,1372,2257750
TSP,2256455,1017,2257472
180,2257750,27817,2285567
179,2285567,1270,2286837
178,2287149,36405,2323554
177,2323554,10736,2334290
176,2334290,58709,2392999
175,2392999,3725,2396724
174,2396724,1716,2398440
173,2398440,13998,2412438
172,2413639,1158,2414797
171,2414797,2648,2417445
166,2417716,38870,2456586
165,2457571,15150,2472721
164,2472721,9716,2482437
TSP,2481146,1017,2482163
163,2482437,30244,2512681
162,2512681,3834,2516515
161,2516517,1342,2517859
160,2517946,27538,2545484
159,2545484,6550,2552034
158,2552229,2069,2554298
157,2554298,3162,2557460
156,2557460,49757,2607217
155,2607217,11786,2619003
154,2619003,5007,2624010
153,2624010,10231,2634241
152,2634241,34901,2669142
151,2669142,13027,2682169
150,2682169,5065,2687234
149,2688563,9455,2698018
148,2698018,1063,2699081
147,2699081,19188,2718269
146,2718269,12465,2730734
145,2730734,3078,2733812
144,2733812,8489,2742301
143,2742301,2637,2744938
142,2744939,1142,2746081
141,2746081,22802,2768883
140,2768885,1674,2770559
139,2770561,5006,2775567
138,2775567,9750,2785317
137,2785317,1716,2787033
136,2787033,10251,2797284
130,2797284,21535,2818819
129,2818819,22427,2841246
D757,2841246,3509,2844755
D1015,2845075,1092,2846167
R736,2845424,610,2846034
D758,2846177,4613,2850790
D772,2850957,14387,2865344
TSP,2857645,336,2857981
TSP,2857977,336,2858313
TSP,2858376,1512,2859888
D797,2865344,2345,2867689
D927,2867716,150,2867866
D820,2867886,2473,2870359
TSP,2867892,534,2868426
D828,2870641,11472,2882113
D795,2877846,2106,2879952
D803,2879952,1132,2881084
D753,2882962,16363,2899325
IN,2897767,1257,2899024
128,2899325,56091,2955416
R846,2955398,94,2955492
127,2955496,2483,2957979
126,2957979,12330,2970309
125,2970309,13745,2984054
124,2984054,10944,2994998
123,2995483,2208,2997691
122,2997691,8461,3006152
120,3006322,17016,3023338
119,3023338,26813,3050151
118,3050151,4164,3054315
117,3054315,3310,3057625
116,3057625,45835,3103460
115,3103460,1351,3104811
114,3105391,7266,3112657
113,3112657,9871,3122528
TSP,3119286,642,3119928
D840,3122528,3066,3125594
TSP,3124782,306,3125088
TSP,3125185,336,3125521
D260,3125594,3455,3129049
112,3129049,8426,3137475
IN,3129646,2049,3131695
IN,3133616,1467,3135083
TSP,3137540,309,3137849
D479,3137666,2560,3140226
TSP,3137875,828,3138703
111,3140503,18625,3159128
110,3159128,10977,3170105
109,3170105,2388,3172493
108,3172493,17882,3190375
107,3190684,7015,3197699
106,3197701,1143,3198844
105,3198845,14444,3213289
104,3213919,1678,3215597
103,3215597,9036,3224633
102,3224633,1585,3226218
101,3226218,13204,3239422
100,3239422,20169,3259591
99,3259591,15678,3275269
D98,3275269,1604,3276873
97,3276873,2557,3279430
96,3279932,3679,3283611
95,3284358,17557,3301915
D735,3302884,4104,3306988
93,3306988,7121,3314109
92,3314109,15232,3329341
D91,3329341,16860,3346201
D90,3346201,1243,3347444
D89,3347494,21094,3368588
D88,3368588,7947,3376535
D87,3376535,4410,3380945
D86,3380945,8237,3389182
D85,3389182,2032,3391214
D84,3393016,4719,3397735
D83,3397735,2578,3400313
D82,3400313,2126,3402439
81,3402439,8806,3411245
80,3411917,2277,3414194
79,3414194,4360,3418554
78,3418554,1655,3420209
77,3420210,1056,3421266
76,3421267,2503,3423770
75,3423775,10785,3434560
D74,3434560,3391,3437951
73,3437951,1775,3439726
72,3439726,1245,3440971
71,3440971,8567,3449538
70,3449538,5373,3454911
69,3454911,9844,3464755
68,3464755,7781,3472536
67,3472536,1002,3473538
66,3473538,6507,3480045
65,3480376,7762,3488138
64,3488138,17452,3505590
701,3506912,2527,3509439
702,3510060,24986,3535046
703,3535047,1155,3536202
704,3536203,16284,3552487
705,3552487,1290,3553777
706,3553777,19590,3573367
707,3573859,30341,3604200
708,3604203,1117,3605320
709,3605328,8880,3614208
710,3614208,20507,3634715
711,3634715,24753,3659468
712,3659468,10696,3670164
713,3670164,18015,3688179
714,3688993,15536,3704529
715,3704529,2025,3706554
716,3706554,1192,3707746
717,3708935,2465,3711400
720,3711400,2714,3714114
721,3714624,14075,3728699
722,3728699,3918,3732617
1,3733198,6325,3739523
2,3739523,10473,3749996
3,3749996,12816,3762812
4,3763215,1039,3764254
5,3764768,9353,3774121
6,3774121,4144,3778265
7,3778265,3242,3781507
8,3781507,2182,3783689
R570,3782894,794,3783688
D9,3784450,1461,3785911
D1021,3785911,388,3786299
D10,3787139,1033,3788172
D11,3788185,47,3788232
D793,3791719,1398,3793117
D923,3796692,754,3797446
TSP,3797570,693,3798263
D989,3798290,1092,3799382
TSP,3799869,693,3800562
D866,3800587,1397,3801984
R570,3801822,794,3802616
D12,3801990,2981,3804971
D13,3804971,1020,3805991
TSP,3805501,693,3806194
14,3806895,283,3807178
15,3807178,24246,3831424
16,3831424,1060,3832484
17,3833401,2966,3836367
18,3837083,25967,3863050
19,3863050,2627,3865677
20,3865677,6747,3872424
21,3872424,19053,3891477
22,3891477,5590,3897067
23,3897067,46232,3943299
24,3943299,34286,3977585
25,3977585,2806,3980391
26,3980391,50940,4031331
TSP,4031405,792,4032197
TSP,4032226,186,4032412
D28,4032540,7769,4040309
D29,4040309,1080,4041389
TSP,4041500,336,4041836
TSP,4041832,336,4042168
TSP,4042231,1512,4043743
D774,4046235,12075,4058310
IN,4046341,1509,4047850
D960,4058310,1505,4059815
D804,4059815,9580,4069395
D766,4069395,15524,4084919
IN,4069530,1161,4070691
TSP,4085657,309,4085966
TSP,4085992,828,4086820
D220,4086829,4280,4091109
D843,4092174,4653,4096827
TSP,4092988,490,4093478
D249,4096827,200,4097027
D962,4097027,1909,4098936
D218,4100793,6711,4107504
30,4107504,4154,4111658
31,4111658,1217,4112875
32,4112875,7704,4120579
33,4120579,1242,4121821
34,4121821,8215,4130036
35,4130036,1002,4131038
36,4131038,1385,4132423
37,4132423,9657,4142080
38,4142080,25103,4167183
39,4167183,8103,4175286
40,4177319,7704,4185023
41,4185023,3245,4188268
42,4188268,2280,4190548
43,4190548,21801,4212349
44,4212696,19168,4231864
45,4231864,31911,4263775
46,4263775,7419,4271194
47,4271194,38302,4309496
48,4309496,34205,4343701
49,4344271,14255,4358526
50,4358526,24212,4382738
51,4382738,9280,4392018
52,4392018,1839,4393857
53,4393857,14602,4408459
54,4409428,14210,4423638
55,4424409,12617,4437026
56,4437359,56943,4494302
D57,4494302,1903,4496205
D58,4496206,1977,4498183
59,4498436,3421,4501857
60,4501857,18604,4520461
D61,4520674,1146,4521820
D62,4522268,1342,4523610
D63,4524960,1048,4526008
700,4526011,81225,4607236
699,4607236,3746,4610982
698,4610982,799,4611781
693,4611781,4180,4615961
692,4616873,15261,4632134
691,4632134,1759,4633893
D690,4633893,920,4634813
D762,4634830,5756,4640586
689,4640586,9546,4650132
688,4652066,1917,4653983
687,4653983,22773,4676756
686,4676756,2751,4679507
685,4679507,29237,4708744
684,4708744,13466,4722210
682,4722210,7910,4730120
681,4730120,8325,4738445
680,4738445,18113,4756558
R436,4756534,45,4756579
673,4756558,11406,4767964
664,4767964,4589,4772553
663,4772553,66688,4839241
662,4839241,9791,4849032
661,4849032,20459,4869491
660,4869491,5076,4874567
659,4874567,2287,4876854
658,4876854,2221,4879075
657,4879075,14818,4893893
656,4893893,31991,4925884
655,4925971,1576,4927547
654,4927619,35849,4963468
653,4963469,1946,4965415
652,4965415,15579,4980994
651,4980994,30604,5011598
650,5011598,55838,5067436
649,5067436,9517,5076953
648,5077526,17541,5095067
647,5095067,28454,5123521
646,5124602,1776,5126378
645,5126378,2209,5128587
644,5128587,1630,5130217
643,5130217,20395,5150612
642,5150612,10341,5160953
641,5160956,2044,5163000
640,5163002,14117,5177119
R1033,5177080,,5177080
D638,5177119,836,5177955
637,5177955,3090,5181045
636,5181045,59285,5240330
635,5240330,12497,5252827
634,5252827,1404,5254231
633,5254231,5544,5259775
632,5260657,13903,5274560
631,5274560,4676,5279236
630,5279237,10089,5289326
629,5289326,7192,5296518
628,5296699,2806,5299505
627,5299510,2894,5302404
626,5302404,12393,5314797
625,5314797,5725,5320522
624,5320522,2707,5323229
R618,5321409,83,5321492
D878,5323229,1244,5324473
D777,5325211,2345,5327556
D798,5327556,1995,5329551
D564,5329728,2709,5332437
R618,5332412,83,5332495
IN,5330915,1002,5331917
623,5332437,270,5332707
622,5332707,3601,5336308
621,5337159,24876,5362035
617,5362035,13939,5375974
616,5375974,4422,5380396
615,5381361,3071,5384432
D614,5384432,16731,5401163
613,5401163,22496,5423659
612,5423659,14002,5437661
611,5437661,49262,5486923
R353,5486878,46,5486924
D536,5489381,1157,5490538
D534,5490812,1242,5492054
D533,5492070,1358,5493428
D532,5493771,1378,5495149
D531,5495149,1414,5496563
R1012,5496329,285,5496614
D884,5496636,3980,5500616
D526,5500616,3496,5504112
D525,5504112,5097,5509209
D524,5509245,1913,5511158
D523,5511158,1368,5512526
R790,5511158,,5511158
D522,5514055,2427,5516482
D521,5516482,2837,5519319
D859,5519590,3905,5523495
D949,5524389,1071,5525460
D519,5525460,159,5525619
R338,5525460,312,5525772
D518,5525619,5798,5531417
D726,5531510,12816,5544326
R1000,5545207,186,5545393
D953,5545228,1286,5546514
D740,5546528,4440,5550968
D755,5551082,2816,5553898
D760,5554306,2530,5556836
IN,5555195,549,5555744
D736,5556836,5263,5562099
D920,5562099,813,5562912
D751,5562912,2519,5565431
r1148,5565333,174,5565507
D976,5565431,77,5565508
D731,5565508,6619,5572127
R353,5572081,45,5572126
610,5572127,4428,5576555
609,5576555,2011,5578566
608,5578566,9055,5587621
607,5587621,1732,5589353
606,5589353,2165,5591518
605,5591518,8936,5600454
604,5600454,25239,5625693
603,5625693,1597,5627290
602,5627385,1613,5628998
601,5628998,8168,5637166
600,5637166,44347,5681513
599,5681513,1103,5682616
598,5682616,3213,5685829
597,5685829,59147,5744976
596,5744976,6353,5751329
595,5751329,9615,5760944
594,5760950,1347,5762297
593,5762297,4835,5767132
592,5767737,29477,5797214
591,5797214,3503,5800717
590,5800717,9718,5810435
589,5810888,1551,5812439
588,5812439,1679,5814118
587,5814118,2630,5816748
586,5816928,341,5817269
585,5817269,4021,5821290
584,5821290,20958,5842248
583,5842248,2168,5844416
582,5844416,1657,5846073
581,5846073,2163,5848236
580,5848302,13349,5861651
D776,5861651,1159,5862810
579,5862810,2479,5865289
R6,5862810,1,5862811
578,5865751,6658,5872409
577,5872551,9740,5882291
576,5882291,66,5882357
575,5882357,10317,5892674
D574,5892682,1298,5893980
573,5893987,1047,5895034
D572,5896058,4145,5900203
R496,5896179,881,5897060
D571,5900824,1174,5901998
570,5902293,26997,5929290
569,5929290,1546,5930836
R1165,5929290,1,5929291
568,5930836,1084,5931920
567,5932686,27485,5960171
566,5960171,67438,6027609
D565,6027609,3690,6031299
D802,6031299,1761,6033060
R532,6033132,67,6033199
D750,6033319,6888,6040207
D759,6040207,8201,6048408
D730,6048408,5421,6053829
TSP,6053837,828,6054665
TSP,6054720,279,6054999
547,6055241,3347,6058588
546,6059425,1263,6060688
D988,6060730,1527,6062257
TSP,6062286,843,6063129
D867,6062370,1109,6063479
TSP,6063161,264,6063425
D761,6063496,381,6063877
545,6063877,48492,6112369
544,6112369,4127,6116496
543,6116496,26641,6143137
542,6143137,9054,6152191
541,6152708,4012,6156720
540,6156720,2389,6159109
539,6159109,27417,6186526
538,6186526,15085,6201611
537,6201611,15809,6217420
r354,6217371,45,6217416
TSP,6218181,828,6219009
TSP,6219035,309,6219344
D530,6219411,1395,6220806
D818,6221558,3280,6224838
TSP,6221854,288,6222142
D266,6224852,1020,6225872
TSP,6224906,264,6225170
TSP,6225202,843,6226045
D265,6225872,88,6225960
R5,6225671,366,6226037
515,6226382,2377,6228759
514,6228759,2868,6231627
513,6231627,3252,6234879
512,6234879,18774,6253653
R808,6253589,63,6253652
497,6253710,20633,6274343
496,6274343,2038,6276381
495,6276381,2544,6278925
494,6278926,21553,6300479
493,6300479,39026,6339505
491,6339750,10911,6350661
490,6350661,6107,6356768
489,6356768,1157,6357925
488,6357925,4140,6362065
487,6362065,14259,6376324
486,6377313,2450,6379763
D485,6379763,1269,6381032
484,6381032,10486,6391518
483,6391518,1334,6392852
482,6392852,6575,6399427
D343,6399429,142,6399571
TSP,6399493,309,6399802
D719,6399571,610,6400181
TSP,6399828,828,6400656
D846,6402236,1415,6403651
D696,6404499,1214,6405713
478,6407511,27217,6434728
TSP,6407631,534,6408165
477,6435220,1577,6436797
473,6436797,15024,6451821
472,6451821,22703,6474524
D471,6474524,1479,6476003
470,6476003,10400,6486403
468,6486477,2704,6489181
467,6489988,5277,6495265
466,6495265,4139,6499404
465,6499404,4572,6503976
464,6503976,14115,6518091
463,6518091,13937,6532028
462,6532028,1432,6533460
461,6533460,2352,6535812
452,6535812,24323,6560135
439,6560135,12758,6572893
438,6572893,14009,6586902
437,6586902,1392,6588294
436,6588294,5544,6593838
D435,6596634,1690,6598324
434,6598324,17687,6616011
433,6616011,52258,6668269
432,6668269,1274,6669543
431,6669543,1434,6670977
430,6670977,10462,6681439
429,6681439,7230,6688669
428,6688669,8015,6696684
451,6696777,7466,6704243
450,6704243,8097,6712340
