s15,15_Loc,15_length,15_end
D362,2260128,12653,2272781
D361,2272781,5539,2278320
D360,2279028,1811,2280839
D359,2280842,6177,2287019
D358,2287019,1875,2288894
D357,2288894,18362,2307256
D356,2307256,6435,2313691
D355,2313691,1899,2315590
D354,2315590,7373,2322963
D353,2322963,15351,2338314
D352,2338314,16477,2354791
D351,2354791,10244,2365035
D350,2365976,7195,2373171
D349,2373171,12468,2385639
348,2385639,6110,2391749
347,2391749,56416,2448165
D800,2448179,1501,2449680
D773,2449680,1865,2451545
D812,2451561,1330,2452891
D780,2452891,1351,2454242
D782,2454242,1137,2455379
D725,2456077,9132,2465209
D724,2465209,18958,2484167
D752,2484167,2190,2486357
D723,2486357,29074,2515431
D794,2515434,762,2516196
D346,2516196,4444,2520640
D873,2520640,2847,2523487
D1026,2526883,74,2526957
D852,2526957,5031,2531988
D892,2531988,2899,2534887
D833,2534887,2150,2537037
D808,2537037,4168,2541205
340,2542096,70650,2612746
D339,2613713,6186,2619899
338,2619899,1452,2621351
D337,2622179,6379,2628558
D336,2628558,5236,2633794
335,2633794,12180,2645974
334,2646353,1372,2647725
333,2647725,8901,2656626
332,2657405,1200,2658605
331,2658607,3495,2662102
D728,2662113,6572,2668685
330,2668687,1143,2669830
329,2669830,13756,2683586
328,2683586,8842,2692428
327,2693652,1086,2694738
326,2694740,16228,2710968
D325,2710968,1919,2712887
324,2712889,28707,2741596
D734,2741596,10787,2752383
R647,2741596,,2741596
319,2753937,816,2754753
D743,2754753,9273,2764026
313,2764028,2650,2766678
312,2766678,12865,2779543
311,2779658,2385,2782043
310,2783092,641,2783733
309,2783733,13517,2797250
308,2797250,18635,2815885
307,2815885,16889,2832774
D306,2832777,1381,2834158
D305,2834158,1734,2835892
R4,2834209,198,2834407
R4,2835943,198,2836141
D304,2836198,1982,2838180
D300,2841172,3465,2844637
D299,2844637,12400,2857037
298,2857037,15360,2872397
297,2872397,12133,2884530
296,2884530,16358,2900888
295,2900888,10101,2910989
D845,2911423,1536,2912959
D857,2914800,1136,2915936
D803,2916015,1130,2917145
D795,2917145,2138,2919283
D924,2919283,116,2919399
D825,2919721,54,2919775
D1020,2919775,1354,2921129
D828,2920012,805,2920817
D994,2921129,597,2921726
D879,2921726,256,2921982
D820,2921982,4919,2926901
D927,2926918,143,2927061
D797,2927088,2786,2929874
D785,2929884,11830,2941714
D964,2941714,1290,2943004
D772,2943158,1723,2944881
D758,2944888,4821,2949709
R736,2950187,909,2951096
D757,2950534,4842,2955376
294,2955386,36142,2991528
293,2991528,1350,2992878
292,2992878,2349,2995227
291,2995227,20097,3015324
290,3015326,1128,3016454
289,3016456,19668,3036124
D288,3036124,1003,3037127
R396,3037061,81,3037142
287,3037127,11131,3048258
286,3048258,1414,3049672
285,3050166,2520,3052686
D454,3052686,1378,3054064
D131,3055051,785,3055836
D456,3056040,4553,3060593
D457,3060962,16352,3077314
D675,3077314,11700,3089014
D1001,3089014,178,3089192
D284,3089196,1009,3090205
D239,3090840,272,3091112
D238,3091112,2730,3093842
D237,3093842,385,3094227
D236,3094227,1283,3095510
D235,3095510,8937,3104447
D234,3104505,4232,3108737
D233,3108737,152,3108889
D232,3109295,1153,3110448
D231,3110451,138,3110589
D230,3111301,5036,3116337
D229,3116337,1245,3117582
D980,3117583,59,3117642
D228,3117642,487,3118129
D227,3118129,5521,3123650
D836,3123651,435,3124086
D224,3124098,9030,3133128
D225,3124145,6991,3131136
D223,3133128,181,3133309
D222,3133345,4683,3138028
D221,3138569,2784,3141353
D220,3141906,4303,3146209
D219,3146889,2536,3149425
D218,3149425,2365,3151790
D217,3153647,5820,3159467
D216,3159467,5736,3165203
R735,3165385,868,3166253
D815,3166240,8859,3175099
R735,3174239,868,3175107
D1003,3175542,1374,3176916
D248,3178604,639,3179243
D252,3179251,1689,3180940
D251,3180940,100,3181040
D889,3181040,3846,3184886
D928,3185369,2365,3187734
D1000,3187734,1401,3189135
D215,3189136,5203,3194339
D214,3194488,1974,3196462
282,3196466,7612,3204078
D281,3204078,2652,3206730
280,3207656,2086,3209742
D279,3209742,11144,3220886
278,3220886,4399,3225285
277,3225285,1398,3226683
276,3226684,3389,3230073
275,3230074,2415,3232489
274,3232489,39438,3271927
D814,3271927,1502,3273429
273,3273483,12250,3285733
272,3285733,1179,3286912
271,3286913,9617,3296530
270,3296530,13328,3309858
269,3309858,8250,3318108
268,3318108,34272,3352380
267,3352425,10302,3362727
D729,3363166,2595,3365761
D764,3365761,15859,3381620
D891,3382658,1910,3384568
D968,3384996,1513,3386509
D860,3386509,3514,3390023
D810,3390023,9218,3399241
D744,3399241,14215,3413456
262,3414326,2379,3416705
261,3416705,8637,3425342
246,3425342,18310,3443652
245,3443652,9296,3452948
244,3452948,15004,3467952
D243,3467952,205,3468157
R883,3468140,37,3468177
D862,3468160,3550,3471710
D1007,3471762,1621,3473383
D952,3473383,1198,3474581
D389,3474625,406,3475031
D668,3475162,786,3475948
D737,3475948,10621,3486569
D813,3488566,4557,3493123
D669,3493123,3374,3496497
D746,3496497,12425,3508922
R883,3508917,37,3508954
242,3508922,20010,3528932
D240,3528932,1032,3529964
213,3530132,2358,3532490
212,3533383,42705,3576088
211,3576088,52094,3628182
210,3628775,6474,3635249
209,3635249,6116,3641365
208,3641984,12279,3654263
207,3654264,1017,3655281
206,3655282,5514,3660796
205,3660796,1053,3661849
204,3661849,5262,3667111
203,3667111,5781,3672892
202,3672892,7057,3679949
201,3679949,1245,3681194
200,3681195,17424,3698619
199,3698619,43723,3742342
198,3742342,9333,3751675
197,3751675,29303,3780978
196,3781967,5469,3787436
195,3787436,2845,3790281
D194,3790281,223,3790504
193,3790843,32419,3823262
192,3823262,1406,3824668
191,3824668,8942,3833610
190,3834000,11026,3845026
189,3845693,14394,3860087
188,3860607,20388,3880995
D761,3881545,378,3881923
D867,3881923,40,3881963
D674,3882024,670,3882694
D742,3882710,19226,3901936
187,3901969,11752,3913721
186,3913721,1077,3914798
185,3914798,8593,3923391
184,3923391,1161,3924552
183,3924552,28157,3952709
182,3952709,11039,3963748
181,3963748,9212,3972960
180,3972960,27822,4000782
179,4000782,1270,4002052
178,4002364,35524,4037888
177,4037888,11616,4049504
176,4049504,58726,4108230
175,4108230,3725,4111955
174,4111955,1716,4113671
173,4113671,14002,4127673
172,4128874,1158,4130032
171,4130032,2648,4132680
D667,4133914,2309,4136223
D665,4136655,729,4137384
166,4138934,38878,4177812
165,4178798,15102,4193900
164,4193900,8357,4202257
163,4202257,30436,4232693
162,4232693,3718,4236411
161,4236413,1342,4237755
160,4237842,27541,4265383
159,4265383,6550,4271933
158,4272128,2069,4274197
157,4274197,3162,4277359
156,4277359,49816,4327175
155,4327175,11787,4338962
154,4338962,5025,4343987
153,4343987,10212,4354199
152,4354199,34902,4389101
151,4389101,13026,4402127
150,4402127,5065,4407192
149,4408521,9455,4417976
148,4417976,1063,4419039
147,4419039,19206,4438245
146,4438245,12465,4450710
145,4450710,3078,4453788
144,4453788,8490,4462278
143,4462278,2637,4464915
142,4464916,1142,4466058
141,4466058,22792,4488850
140,4488852,1674,4490526
139,4490528,5006,4495534
138,4495534,9750,4505284
137,4505284,1716,4507000
136,4507000,10252,4517252
130,4517252,21536,4538788
129,4538788,21385,4560173
128,4560174,56094,4616268
R846,4616250,94,4616344
127,4616591,1537,4618128
126,4618128,15331,4633459
125,4633459,7965,4641424
124,4641424,10942,4652366
123,4652851,2208,4655059
122,4655059,8462,4663521
D121,4663524,2302,4665826
120,4665936,17107,4683043
119,4683043,26676,4709719
118,4709719,4165,4713884
117,4713884,3310,4717194
116,4717194,45683,4762877
115,4762877,1351,4764228
114,4764808,7263,4772071
113,4772071,61,4772132
112,4772132,2073,4774205
111,4774205,382,4774587
110,4774587,10977,4785564
109,4785564,2388,4787952
108,4787952,17866,4805818
107,4806143,7020,4813163
106,4813165,1143,4814308
105,4814309,14445,4828754
104,4829384,1678,4831062
103,4831062,9035,4840097
102,4840097,1585,4841682
101,4841682,13205,4854887
100,4854887,20164,4875051
99,4875051,15165,4890216
D98,4890216,1604,4891820
97,4891820,2557,4894377
96,4894879,3679,4898558
95,4899305,14496,4913801
D735,4914770,4104,4918874
93,4918874,7139,4926013
92,4926013,15245,4941258
D91,4941258,16860,4958118
D90,4958118,1243,4959361
D89,4959411,21097,4980508
D88,4980508,7948,4988456
D87,4988456,4410,4992866
D86,4992866,8235,5001101
D85,5001101,2033,5003134
D84,5004937,4720,5009657
D83,5009657,2578,5012235
D82,5012235,2126,5014361
81,5014361,8806,5023167
80,5023839,2277,5026116
79,5026116,4350,5030466
78,5030466,1655,5032121
77,5032122,1056,5033178
76,5033179,2503,5035682
75,5035687,10774,5046461
D74,5046461,3391,5049852
73,5049852,1942,5051794
72,5051794,1245,5053039
71,5053039,8567,5061606
70,5061606,5373,5066979
69,5066979,9844,5076823
68,5076823,7781,5084604
67,5084604,1002,5085606
66,5085606,6507,5092113
65,5092444,7762,5100206
64,5100206,17452,5117658
578,5118703,6659,5125362
R6,5125824,947,5126771
579,5125824,1927,5127751
580,5127751,15060,5142811
581,5142877,2166,5145043
582,5145043,1657,5146700
583,5146700,2174,5148874
584,5148874,20960,5169834
585,5169834,4021,5173855
586,5173855,341,5174196
587,5174376,2630,5177006
588,5177006,1679,5178685
589,5178685,1551,5180236
590,5180689,9385,5190074
591,5190074,3503,5193577
592,5193577,29477,5223054
593,5223659,4829,5228488
594,5228494,1353,5229847
595,5229847,9612,5239459
596,5239459,6353,5245812
597,5245812,59148,5304960
598,5304961,3215,5308176
599,5308176,1103,5309279
600,5309279,44347,5353626
601,5353626,8169,5361795
602,5361795,1613,5363408
603,5363503,1598,5365101
604,5365101,25433,5390534
605,5390534,8936,5399470
606,5399470,723,5400193
607,5400193,1683,5401876
608,5401877,9058,5410935
609,5410935,2012,5412947
610,5412947,4304,5417251
r353,5417251,45,5417296
D731,5417251,6057,5423308
D751,5423308,2478,5425786
D736,5425786,4649,5430435
D760,5430435,2538,5432973
D755,5433369,2794,5436163
D740,5436969,4085,5441054
D993,5441093,1458,5442551
D913,5442556,2728,5445284
R1000,5442574,186,5442760
R1000,5445307,186,5445493
D726,5446185,12771,5458956
D518,5459049,14102,5473151
D520,5473151,82,5473233
D529,5473259,2368,5475627
D811,5475627,5049,5480676
D266,5480693,1020,5481713
D265,5481713,88,5481801
D521,5482157,2828,5484985
D522,5484985,2427,5487412
R790,5484985,,5484985
D523,5488941,1368,5490309
D524,5490309,1913,5492222
D525,5492258,5097,5497355
D526,5497355,3496,5500851
R1012,5501489,285,5501774
D531,5501539,1414,5502953
D532,5502953,1378,5504331
D533,5504644,1358,5506002
D534,5506035,1284,5507319
D789,5508260,11374,5519634
D535,5519634,31,5519665
D536,5519729,1158,5520887
r353,5523348,45,5523393
611,5523346,49263,5572609
612,5572609,14003,5586612
613,5586612,22497,5609109
D614,5609109,15591,5624700
615,5624700,3116,5627816
616,5628781,4422,5633203
617,5633203,13923,5647126
621,5647126,24877,5672003
622,5672854,3601,5676455
623,5676455,213,5676668
R618,5676455,,5676455
624,5676668,971,5677639
625,5677639,5725,5683364
626,5683364,12393,5695757
627,5695757,2894,5698651
628,5698656,2807,5701463
629,5701645,7191,5708836
630,5708836,10089,5718925
631,5718927,4675,5723602
632,5723602,13903,5737505
633,5738388,5545,5743933
634,5743933,1404,5745337
635,5745337,12498,5757835
636,5757835,59188,5817023
637,5817023,3091,5820114
D638,5820114,773,5820887
D639,5820887,60,5820947
R1033,5820951,,5820951
640,5820947,15486,5836433
641,5836435,2045,5838480
642,5838481,10339,5848820
643,5848820,20384,5869204
644,5869204,1630,5870834
645,5870834,2209,5873043
646,5873043,1776,5874819
647,5875894,28558,5904452
648,5904452,17612,5922064
649,5922637,9516,5932153
650,5932153,55841,5987994
651,5987994,30603,6018597
652,6018597,15581,6034178
653,6034179,1948,6036127
654,6036127,35846,6071973
655,6072048,1580,6073628
656,6073712,31990,6105702
657,6105702,14822,6120524
658,6120524,2220,6122744
659,6122751,2282,6125033
660,6125033,5076,6130109
661,6130109,20472,6150581
662,6150581,8913,6159494
663,6159494,66546,6226040
664,6226040,5775,6231815
D961,6231815,1495,6233310
D671,6233311,183,6233494
D969,6233984,1600,6235584
D944,6235584,2072,6237656
673,6237727,13819,6251546
R436,6251525,45,6251570
680,6251546,18114,6269660
681,6269660,8430,6278090
682,6278090,7911,6286001
684,6286002,13466,6299468
685,6299468,29245,6328713
686,6328713,2751,6331464
687,6331464,22789,6354253
688,6354253,1917,6356170
689,6358104,9576,6367680
D690,6367680,5661,6373341
691,6373341,1759,6375100
692,6375100,15261,6390361
693,6391273,4180,6395453
698,6395453,799,6396252
699,6396252,3747,6399999
700,6399999,81228,6481227
701,6481505,2527,6484032
702,6484653,24988,6509641
703,6509642,1155,6510797
704,6510798,16285,6527083
705,6527083,1290,6528373
706,6528373,19586,6547959
707,6548451,30350,6578801
708,6578804,1117,6579921
709,6579929,8874,6588803
710,6588803,20507,6609310
711,6609310,24647,6633957
712,6633957,10696,6644653
713,6644653,16799,6661452
714,6662266,15538,6677804
715,6677804,2025,6679829
716,6679829,1192,6681021
717,6682210,2456,6684666
720,6684666,2715,6687381
721,6687891,14080,6701971
D784,6701971,11789,6713760
722,6713760,5353,6719113
