s21,21_Loc,21_length,21_end
164,1426315,8166,1434481
163,1434481,30496,1464977
162,1464977,4176,1469153
161,1469155,1342,1470497
160,1470584,27536,1498120
159,1498120,6550,1504670
158,1504865,2059,1506924
157,1506924,3162,1510086
156,1510086,49818,1559904
155,1559904,11787,1571691
154,1571691,5208,1576899
153,1576899,10213,1587112
152,1587112,34902,1622014
151,1622014,13027,1635041
150,1635041,5065,1640106
149,1641435,9455,1650890
148,1650890,1063,1651953
147,1651953,19252,1671205
D997,1671334,1419,1672753
D826,1674129,2006,1676135
D926,1676762,1052,1677814
D754,1680079,12976,1693055
D553,1693610,599,1694209
D1002,1694500,1537,1696037
D915,1694569,1264,1695833
D990,1698296,1014,1699310
D559,1699315,3221,1702536
D395,1702966,30,1702996
D788,1703473,3108,1706581
D877,1706581,2344,1708925
D948,1709534,711,1710245
D401,1710795,2167,1712962
146,1712962,12515,1725477
145,1725477,3078,1728555
144,1728555,8490,1737045
143,1737045,2637,1739682
142,1739683,1142,1740825
141,1740825,22802,1763627
140,1763629,1674,1765303
139,1765305,5005,1770310
138,1770310,9737,1780047
137,1780047,1716,1781763
136,1781763,10252,1792015
130,1792015,21535,1813550
129,1813550,25865,1839415
128,1839528,58327,1897855
R846,1897834,94,1897928
D898,1897855,3222,1901077
D388,1901081,1375,1902456
D914,1903125,2788,1905913
D914,1906115,160,1906275
D500,1906347,3657,1910004
D501,1910138,2968,1913106
D834,1913641,4653,1918294
D807,1918294,6627,1924921
D554,1925031,105,1925136
D555,1925137,3467,1928604
D955,1929700,2009,1931709
D671,1931750,4794,1936544
R846,1936716,94,1936810
127,1937055,1537,1938592
126,1938592,12540,1951132
125,1951132,8189,1959321
124,1959321,10944,1970265
123,1970750,2208,1972958
122,1972958,8462,1981420
120,1981590,17014,1998604
119,1998604,26687,2025291
118,2025291,4164,2029455
117,2029455,3310,2032765
116,2032765,45838,2078603
115,2078603,1351,2079954
114,2080534,7263,2087797
113,2087797,61,2087858
112,2087858,2073,2089931
111,2089931,382,2090313
110,2090313,10977,2101290
109,2101290,2388,2103678
108,2103678,17866,2121544
107,2121869,7019,2128888
106,2128890,1143,2130033
105,2130034,14444,2144478
104,2145108,1678,2146786
103,2146786,9036,2155822
102,2155822,1585,2157407
101,2157407,13205,2170612
100,2170612,20158,2190770
99,2190770,15189,2205959
D98,2205959,1604,2207563
97,2207563,2557,2210120
96,2210622,3679,2214301
95,2215048,14496,2229544
D735,2230513,4104,2234617
93,2234617,7246,2241863
92,2241863,15232,2257095
D91,2257095,16860,2273955
D90,2273955,1243,2275198
D89,2275248,21097,2296345
D88,2296345,7949,2304294
D87,2304294,4393,2308687
D86,2308687,8235,2316922
D85,2316922,2254,2319176
D84,2320979,4736,2325715
D83,2325715,2578,2328293
D82,2328293,2126,2330419
81,2330419,8806,2339225
80,2339897,2277,2342174
79,2342174,4350,2346524
78,2346524,1655,2348179
77,2348180,1056,2349236
76,2349237,2503,2351740
75,2351745,10786,2362531
D74,2362531,3391,2365922
73,2365922,1784,2367706
72,2367706,1245,2368951
71,2368951,8567,2377518
70,2377518,5373,2382891
69,2382891,9844,2392735
68,2392735,7780,2400515
67,2400515,1002,2401517
66,2401517,6507,2408024
65,2408355,7765,2416120
64,2416120,17559,2433679
578,2434723,6659,2441382
R6,2441844,947,2442791
579,2441844,1927,2443771
580,2443771,15060,2458831
581,2458897,2166,2461063
582,2461063,1657,2462720
583,2462720,2174,2464894
584,2464894,20950,2485844
585,2485844,4021,2489865
586,2489865,341,2490206
587,2490386,2630,2493016
588,2493016,1679,2494695
589,2494695,1551,2496246
590,2496699,9585,2506284
591,2506284,3503,2509787
592,2509787,29476,2539263
593,2539868,4829,2544697
594,2544703,1353,2546056
595,2546056,9616,2555672
596,2555672,6353,2562025
597,2562025,59144,2621169
598,2621170,3215,2624385
599,2624385,1103,2625488
600,2625488,44322,2669810
601,2669810,8169,2677979
602,2677979,1613,2679592
603,2679687,1598,2681285
604,2681285,25253,2706538
605,2706538,8936,2715474
606,2715474,749,2716223
607,2716223,1683,2717906
608,2717907,9062,2726969
609,2726969,2012,2728981
610,2728981,4428,2733409
611,2733409,49258,2782667
R353,2733411,45,2733456
612,2782667,14000,2796667
613,2796667,22496,2819163
D614,2819163,15965,2835128
615,2835128,3111,2838239
616,2839204,4422,2843626
617,2843626,13926,2857552
621,2857552,24876,2882428
622,2883279,3601,2886880
R618,2886880,,2886880
623,2886880,213,2887093
624,2887093,972,2888065
625,2888065,5725,2893790
626,2893790,12393,2906183
627,2906183,2894,2909077
628,2909082,2807,2911889
629,2912071,7191,2919262
630,2919262,10090,2929352
631,2929354,4675,2934029
632,2934029,13906,2947935
633,2948818,5544,2954362
634,2954362,1404,2955766
635,2955766,12498,2968264
636,2968264,59361,3027625
637,3027625,3631,3031256
D639,3031256,1178,3032434
640,3032434,15486,3047920
R1033,3032438,38,3032476
641,3047922,2045,3049967
642,3049968,10343,3060311
643,3060311,20396,3080707
644,3080707,1630,3082337
645,3082337,2209,3084546
646,3084546,1776,3086322
647,3087403,27556,3114959
648,3114959,17612,3132571
649,3133144,9516,3142660
650,3142660,55827,3198487
651,3198487,30590,3229077
652,3229077,15582,3244659
653,3244660,1948,3246608
654,3246608,38198,3284806
655,3284881,1580,3286461
656,3286545,31987,3318532
657,3318532,14828,3333360
658,3333360,2220,3335580
659,3335587,2282,3337869
660,3337869,5076,3342945
661,3342945,20460,3363405
662,3363405,10671,3374076
663,3374076,66689,3440765
664,3440766,4588,3445354
673,3445354,11410,3456764
R436,3456743,45,3456788
680,3456764,18113,3474877
681,3474877,8327,3483204
682,3483204,7910,3491114
684,3491115,13466,3504581
685,3504581,29242,3533823
686,3533823,2751,3536574
687,3536574,22772,3559346
688,3559346,1917,3561263
689,3563185,9548,3572733
D762,3572733,5737,3578470
D690,3578487,920,3579407
691,3579407,1757,3581164
692,3581164,15260,3596424
693,3597336,4171,3601507
698,3601507,799,3602306
699,3602306,3747,3606053
700,3606053,81198,3687251
701,3687529,2527,3690056
702,3690677,24987,3715664
703,3715665,1155,3716820
704,3716821,16284,3733105
705,3733105,1290,3734395
706,3734395,19595,3753990
707,3754482,30347,3784829
708,3784832,1117,3785949
709,3785957,8886,3794843
710,3794843,20507,3815350
711,3815350,24753,3840103
712,3840103,10696,3850799
713,3850799,16799,3867598
714,3868412,15530,3883942
715,3883942,2025,3885967
716,3885967,1192,3887159
717,3888348,9607,3897955
720,3897955,2715,3900670
721,3901180,14075,3915255
722,3915255,3918,3919173
1,3919754,6314,3926068
2,3926068,10472,3936540
3,3936540,12817,3949357
4,3949760,1039,3950799
5,3951313,9353,3960666
6,3960666,4144,3964810
7,3964810,3242,3968052
8,3968052,2181,3970233
R570,3969439,795,3970234
D9,3970233,3135,3973368
D866,3973368,1296,3974664
R570,3974906,795,3975701
D793,3976436,1381,3977817
D923,3979308,807,3980115
D974,3980115,1496,3981611
D11,3981759,1015,3982774
D719,3983243,326,3983569
14,3985546,284,3985830
15,3985830,24254,4010084
16,4010084,1060,4011144
17,4012061,2966,4015027
18,4015744,25983,4041727
19,4041727,2627,4044354
20,4044354,6747,4051101
21,4051101,19054,4070155
22,4070155,5590,4075745
23,4075745,46230,4121975
24,4121975,32165,4154140
25,4154140,5066,4159206
D786,4159206,4012,4163218
26,4163218,51304,4214522
30,4214556,3966,4218522
31,4218522,1217,4219739
32,4219739,7700,4227439
33,4227439,1242,4228681
34,4228681,8215,4236896
35,4236896,1002,4237898
36,4237898,1386,4239284
37,4239284,9657,4248941
38,4248941,25087,4274028
39,4274032,8103,4282135
40,4284168,7689,4291857
41,4291857,3245,4295102
42,4295102,2280,4297382
43,4297382,21802,4319184
44,4319531,19189,4338720
45,4338720,31912,4370632
46,4370632,7419,4378051
47,4378051,38345,4416396
48,4416396,33770,4450166
49,4450736,14254,4464990
50,4464990,23126,4488116
51,4488116,9280,4497396
52,4497396,1839,4499235
53,4499235,14645,4513880
54,4514849,14211,4529060
55,4529831,17627,4547458
56,4547791,51255,4599046
D57,4599046,1903,4600949
D58,4600950,1977,4602927
59,4603180,8997,4612177
D550,4612177,2944,4615121
D549,4615231,748,4615979
D887,4615597,72,4615669
D548,4616163,2508,4618671
D778,4617368,187,4617555
60,4618683,18701,4637384
D61,4637597,1146,4638743
D62,4639191,1342,4640533
D63,4641883,1048,4642931
577,4643074,9740,4652814
576,4652814,66,4652880
575,4652880,10313,4663193
D822,4663201,1125,4664326
573,4664326,2338,4666664
D739,4667649,4173,4671822
D817,4672430,1172,4673602
570,4673897,27036,4700933
R1165,4700933,,4700933
569,4700933,1546,4702479
568,4702479,1084,4703563
567,4704329,27487,4731816
566,4731816,67481,4799297
D565,4799297,3688,4802985
D802,4802985,1762,4804747
R532,4804819,67,4804886
D750,4805007,6888,4811895
D759,4811895,8203,4820098
D730,4820098,23676,4843774
D683,4844098,880,4844978
D747,4845049,15234,4860283
D265,4860399,88,4860487
D266,4860487,1019,4861506
D945,4861526,1479,4863005
D940,4863005,76,4863081
R532,4863039,67,4863106
547,4863081,3255,4866336
546,4867173,1263,4868436
545,4868436,48502,4916938
544,4916938,4128,4921066
543,4921066,26644,4947710
542,4947710,9055,4956765
541,4957282,4015,4961297
540,4961297,2389,4963686
539,4963686,27418,4991104
538,4991104,15094,5006198
537,5006198,15806,5022004
r354,5021959,45,5022004
D536,5024470,1298,5025768
D767,5026020,3627,5029647
D534,5029887,1225,5031112
D533,5031145,1358,5032503
D532,5032846,1384,5034230
D531,5034230,1414,5035644
R1012,5035476,218,5035694
D526,5036332,3493,5039825
D525,5039825,5097,5044922
D792,5045186,11093,5056279
R5,5046845,,5046845
D522,5056937,2427,5059364
D227,5057436,539,5057975
D521,5059364,2728,5062092
D863,5062093,4943,5067036
D872,5067036,1291,5068327
D527,5068327,434,5068761
IN,5068352,50,5068402
D528,5068761,4488,5073249
TSP,5071685,50,5071735
D529,5073249,3248,5076497
D520,5076497,831,5077328
R338,5076506,2419,5078925
D229,5077328,437,5077765
D519,5077778,1004,5078782
D230,5077784,131,5077915
D518,5078782,5772,5084554
D726,5084672,12779,5097451
R1000,5098147,186,5098333
D951,5098394,2049,5100443
D481,5100443,337,5100780
D965,5100880,1857,5102737
D740,5102737,4093,5106830
D755,5107635,2656,5110291
D760,5110687,2542,5113229
D736,5113229,4422,5117651
D751,5117651,2733,5120384
D731,5120384,4375,5124759
r354,5124713,45,5124758
515,5125046,2377,5127423
514,5127423,2874,5130297
513,5130297,3251,5133548
512,5133548,18777,5152325
R808,5152261,63,5152324
497,5152382,20618,5173000
496,5173000,2037,5175037
495,5175037,2544,5177581
494,5177582,21541,5199123
493,5199123,38058,5237181
D492,5237181,9973,5247154
491,5247259,10985,5258244
490,5258244,6108,5264352
489,5264352,1158,5265510
488,5265510,4141,5269651
487,5269651,14260,5283911
486,5284901,2450,5287351
D485,5287351,1269,5288620
484,5288620,10486,5299106
483,5299106,1335,5300441
482,5300441,6518,5306959
D903,5309214,177,5309391
D956,5309391,1954,5311345
478,5311345,26315,5337660
477,5338152,1577,5339729
473,5339729,15027,5354756
472,5354756,22700,5377456
D471,5377456,1479,5378935
470,5378935,10401,5389336
468,5389410,2704,5392114
467,5392921,5276,5398197
466,5398197,4139,5402336
465,5402336,4573,5406909
464,5406909,14115,5421024
463,5421024,13938,5434962
462,5434962,1432,5436394
461,5436394,2352,5438746
452,5438746,24330,5463076
451,5463076,7449,5470525
450,5470525,8098,5478623
449,5478623,23145,5501768
448,5501768,15699,5517467
447,5517467,1751,5519218
D446,5519218,1566,5520784
445,5521543,11437,5532980
444,5532980,2627,5535607
443,5535607,2131,5537738
D935,5538842,2333,5541175
441,5541258,3241,5544499
440,5544527,2419,5546946
D906,5546951,1032,5547983
439,5548275,21968,5570243
438,5570243,14018,5584261
437,5584261,1393,5585654
436,5585654,4719,5590373
434,5590373,2845,5593218
433,5593218,52907,5646125
432,5646125,1275,5647400
431,5647400,1434,5648834
430,5648834,10461,5659295
429,5659295,7097,5666392
428,5666392,8013,5674405
427,5674405,1380,5675785
426,5676625,13695,5690320
425,5690320,2348,5692668
424,5692668,3615,5696283
423,5697171,9075,5706246
422,5706246,2436,5708682
421,5708682,18784,5727466
420,5727466,1367,5728833
419,5728833,11495,5740328
418,5740336,8078,5748414
417,5748414,18395,5766809
416,5767302,30558,5797860
415,5797860,10556,5808416
414,5808416,15407,5823823
411,5823823,24665,5848488
410,5849085,17145,5866230
D409,5866230,23706,5889936
408,5889936,2059,5891995
R754,5891995,,5891995
407,5891995,28322,5920317
D844,5920317,6025,5926342
D824,5926342,8072,5934414
D871,5934414,4407,5938821
D769,5938821,15822,5954643
D995,5954644,1417,5956061
R754,5956061,,5956061
D823,5956061,8253,5964314
406,5964314,36079,6000393
405,6000393,2610,6003003
404,6003003,9962,6012965
R456,6012965,60,6013025
387,6013202,13383,6026585
386,6026585,2430,6029015
385,6029015,44651,6073666
384,6073666,1170,6074836
383,6074836,8402,6083238
381,6083360,15985,6099345
380,6099345,2908,6102253
379,6102253,34344,6136597
D378,6136597,3168,6139765
D377,6139765,2595,6142360
D376,6142412,16397,6158809
D375,6159511,2371,6161882
D374,6162692,9222,6171914
D373,6171914,3377,6175291
D372,6175445,6451,6181896
D1001,6181896,1217,6183113
D675,6183585,9260,6192845
D457,6192845,16727,6209572
D456,6209913,4550,6214463
D131,6214667,785,6215452
D454,6216953,915,6217868
348,6217868,2317,6220185
347,6220185,56322,6276507
D773,6276592,449,6277041
D780,6277111,761,6277872
D782,6277872,1137,6279009
D725,6279190,8968,6288158
D724,6288158,18958,6307116
D752,6307116,2190,6309306
