s9,9_Loc,9_length,9_end
D909,2841111,1497,2842608
D233,2842686,172,2842858
D234,2842858,4262,2847120
D235,2847120,13215,2860335
IN,2856770,528,2857298
D236,2860335,1313,2861648
D237,2861648,405,2862053
D238,2862053,1630,2863683
D942,2863683,49,2863732
D904,2863775,770,2864545
D239,2864545,1074,2865619
D284,2866254,1009,2867263
285,2867263,2520,2869783
286,2870268,1423,2871691
287,2871691,11131,2882822
R396,2882807,81,2882888
D288,2882822,1003,2883825
289,2883825,17264,2901089
290,2901091,1128,2902219
291,2902221,20093,2922314
292,2922314,2353,2924667
293,2924667,1350,2926017
294,2926017,35826,2961843
295,2962271,10100,2972371
296,2972371,7754,2980125
297,2980125,12141,2992266
298,2992266,15361,3007627
D299,3007627,12466,3020093
D300,3020093,3429,3023522
D302,3025282,1356,3026638
D1017,3026743,410,3027153
D899,3027153,470,3027623
D304,3030437,1982,3032419
R4,3032476,197,3032673
D666,3032674,1658,3034332
D855,3034447,1197,3035644
307,3035740,16889,3052629
308,3052629,18647,3071276
309,3071276,13029,3084305
310,3084305,2125,3086430
311,3087471,2621,3090092
312,3090207,12858,3103065
313,3103065,2650,3105715
D743,3105717,9273,3114990
319,3114990,816,3115806
R647,3116488,918,3117406
D783,3117709,6109,3123818
D321,3123818,3331,3127149
R647,3127733,918,3128651
D734,3127149,12259,3139408
324,3139408,28711,3168119
D325,3168121,1919,3170040
326,3170040,16228,3186268
327,3186270,1086,3187356
328,3188580,8842,3197422
329,3197422,13756,3211178
330,3211178,1143,3212321
D728,3212323,6572,3218895
331,3218906,3495,3222401
332,3222403,1200,3223603
333,3224369,8971,3233340
334,3233340,1485,3234825
335,3235052,12180,3247232
D336,3247232,5236,3252468
D337,3252468,6379,3258847
338,3259675,1452,3261127
D339,3261127,6185,3267312
340,3268279,70794,3339073
D341,3340841,1851,3342692
D873,3342742,125,3342867
D346,3342867,4409,3347276
D794,3347276,763,3348039
D723,3348041,29228,3377269
D752,3377269,2190,3379459
D724,3379459,18959,3398418
D725,3398418,9135,3407553
D782,3408251,1137,3409388
D780,3409388,1352,3410740
D812,3410740,1330,3412070
D773,3412086,1865,3413951
D800,3413951,1501,3415452
347,3415466,56425,3471891
348,3471891,6110,3478001
D349,3478001,12466,3490467
D350,3490467,7186,3497653
D351,3498594,10244,3508838
D352,3508838,16477,3525315
D353,3525315,15352,3540667
D354,3540667,7373,3548040
D355,3548040,1845,3549885
D356,3549885,6434,3556319
D357,3556319,18362,3574681
D358,3574681,1875,3576556
D359,3576556,6177,3582733
D360,3582735,3302,3586037
D361,3586746,5540,3592286
D362,3592286,12668,3604954
D363,3604954,10664,3615618
D364,3615618,1299,3616917
D365,3616917,6070,3622987
D366,3622987,5650,3628637
D367,3628637,1956,3630593
D368,3630593,1845,3632438
D369,3632438,16912,3649350
D370,3649350,15145,3664495
D371,3664495,26030,3690525
D809,3690525,8428,3698953
IN,3691382,621,3692003
D372,3699120,6460,3705580
D373,3705734,3377,3709111
D374,3709111,9222,3718333
D375,3719143,2371,3721514
D376,3722216,16673,3738889
D377,3738896,2594,3741490
D378,3741490,3171,3744661
379,3744661,33752,3778413
380,3778413,2909,3781322
381,3781322,15986,3797308
383,3797430,8401,3805831
384,3805831,1170,3807001
385,3807001,44649,3851650
386,3851650,2430,3854080
387,3854080,13383,3867463
R456,3867640,60,3867700
404,3867700,9962,3877662
405,3877662,2610,3880272
406,3880272,36084,3916356
R754,3880272,,3880272
407,3916356,28323,3944679
408,3944679,2059,3946738
D409,3946738,23707,3970445
410,3970445,17151,3987596
411,3988194,24675,4012869
414,4012869,15406,4028275
415,4028275,10555,4038830
416,4038830,30558,4069388
417,4069881,18417,4088298
418,4088298,8077,4096375
419,4096383,11486,4107869
420,4107869,1367,4109236
421,4109236,18795,4128031
422,4128031,2436,4130467
423,4130467,9075,4139542
424,4140430,3687,4144117
425,4144117,2348,4146465
426,4146465,13695,4160160
427,4161000,1496,4162496
440,4162524,2411,4164935
441,4164957,3241,4168198
D865,4168200,1621,4169821
D900,4170739,1350,4172089
443,4172121,2131,4174252
444,4174252,2626,4176878
445,4176878,11437,4188315
D446,4189074,1566,4190640
447,4190640,1751,4192391
448,4192391,15686,4208077
449,4208077,23146,4231223
450,4231223,8098,4239321
451,4239321,7455,4246776
428,4246869,8013,4254882
429,4254882,7225,4262107
430,4262107,10493,4272600
431,4272600,1434,4274034
432,4274034,1275,4275309
433,4275309,52903,4328212
434,4328212,17689,4345901
D435,4345901,1690,4347591
436,4350387,5543,4355930
437,4355930,1393,4357323
438,4357324,14001,4371325
439,4371325,12744,4384069
452,4384069,24335,4408404
461,4408404,2408,4410812
462,4410812,1432,4412244
463,4412244,13937,4426181
464,4426181,14105,4440286
465,4440286,4569,4444855
466,4444855,4139,4448994
467,4448994,5277,4454271
468,4455078,2704,4457782
470,4457856,10401,4468257
D471,4468257,1479,4469736
472,4469736,23651,4493387
IN,4492493,1017,4493510
D564,4493528,1172,4494700
D791,4494876,2642,4497518
D881,4497518,45,4497563
D971,4497781,130,4497911
D777,4498436,602,4499038
D1005,4499039,1647,4500686
D878,4499799,234,4500033
D933,4500035,649,4500684
473,4500686,17341,4518027
477,4518027,1577,4519604
478,4520096,27216,4547312
D480,4548347,1014,4549361
D846,4549553,505,4550058
D858,4550058,1110,4551168
482,4551919,6518,4558437
483,4558437,1335,4559772
484,4559772,10486,4570258
D485,4570258,1269,4571527
486,4571527,2450,4573977
487,4574967,14260,4589227
488,4589227,4141,4593368
489,4593368,1158,4594526
490,4594526,6107,4600633
491,4600633,10913,4611546
493,4611792,39026,4650818
494,4650818,21554,4672372
495,4672373,2544,4674917
496,4674918,2036,4676954
497,4676954,20634,4697588
R808,4697646,63,4697709
512,4697645,18774,4716419
513,4716419,3252,4719671
514,4719671,2866,4722537
515,4722537,2376,4724913
r354,4725200,45,4725245
537,4725196,15810,4741006
538,4741006,15094,4756100
539,4756100,27418,4783518
540,4783518,2389,4785907
541,4785907,4011,4789918
542,4790434,9055,4799489
543,4799489,26691,4826180
544,4826180,4079,4830259
545,4830259,48501,4878760
D761,4878760,17285,4896045
TSP,4895625,843,4896468
D867,4896045,773,4896818
TSP,4896500,264,4896764
D790,4896840,11323,4908163
546,4908205,1263,4909468
547,4910305,3254,4913559
R532,4913535,67,4913602
D802,4913674,1761,4915435
D565,4915435,3686,4919121
566,4919121,67484,4986605
567,4986605,27493,5014098
568,5014864,1084,5015948
R1165,5014864,,5014864
569,5015948,1546,5017494
570,5017494,27017,5044511
D817,5044806,1172,5045978
D739,5046586,4173,5050759
573,5051744,2338,5054082
D822,5054082,1125,5055207
575,5055215,10313,5065528
576,5065528,66,5065594
577,5065594,9741,5075335
578,5075477,6660,5082137
R6,5082599,,5082599
579,5082599,1927,5084526
580,5084526,15060,5099586
581,5099652,2166,5101818
582,5101818,1657,5103475
583,5103475,2174,5105649
584,5105649,14943,5120592
585,5120592,4021,5124613
586,5124613,341,5124954
587,5125134,2630,5127764
588,5127764,1679,5129443
589,5129443,1551,5130994
590,5131447,9269,5140716
591,5140716,3503,5144219
592,5144219,29478,5173697
593,5174302,4829,5179131
594,5179137,1353,5180490
595,5180490,9615,5190105
596,5190105,6352,5196457
597,5196457,59148,5255605
598,5255606,3214,5258820
599,5258820,1103,5259923
600,5259923,44336,5304259
601,5304259,8168,5312427
602,5312427,1613,5314040
603,5314135,1598,5315733
604,5315733,25240,5340973
605,5340973,8936,5349909
606,5349909,2155,5352064
607,5352064,1731,5353795
608,5353796,9055,5362851
609,5362851,2013,5364864
610,5364864,4428,5369292
R353,5369294,45,5369339
611,5369292,49264,5418556
612,5418556,14003,5432559
613,5432559,22496,5455055
D614,5455055,17415,5472470
615,5472470,3113,5475583
616,5476548,4422,5480970
617,5480970,13932,5494902
621,5494902,24876,5519778
622,5520629,3601,5524230
623,5524230,214,5524444
R618,5524230,117,5524347
624,5524444,971,5525415
625,5525415,5725,5531140
626,5531140,12394,5543534
627,5543534,2894,5546428
628,5546433,2789,5549222
629,5549400,7169,5556569
630,5556569,10089,5566658
631,5566660,4675,5571335
632,5571335,13902,5585237
633,5586120,5544,5591664
634,5591664,1404,5593068
635,5593068,12502,5605570
636,5605570,59154,5664724
637,5664724,3091,5667815
D638,5667815,773,5668588
D639,5668588,60,5668648
R1033,5668652,,5668652
640,5668648,15486,5684134
641,5684136,2045,5686181
642,5686182,10342,5696524
643,5696524,20391,5716915
644,5716915,1630,5718545
645,5718545,2209,5720754
646,5720754,1776,5722530
647,5723611,28456,5752067
648,5752067,17602,5769669
649,5770242,9532,5779774
650,5779774,55841,5835615
651,5835615,30601,5866216
652,5866216,15581,5881797
653,5881798,1948,5883746
654,5883746,38186,5921932
655,5922007,1580,5923587
656,5923671,31996,5955667
657,5955667,14819,5970486
658,5970486,2220,5972706
659,5972713,2282,5974995
660,5974995,5076,5980071
661,5980071,20459,6000530
662,6000530,9791,6010321
663,6010321,66545,6076866
664,6076866,4589,6081455
673,6081455,11411,6092866
R436,6092845,45,6092890
680,6092866,18112,6110978
681,6110978,9723,6120701
682,6120701,7911,6128612
684,6128613,13466,6142079
685,6142079,29244,6171323
686,6171323,2751,6174074
687,6174074,22773,6196847
688,6196847,1917,6198764
689,6200686,9575,6210261
D690,6210261,5661,6215922
691,6215922,1759,6217681
692,6217681,15260,6232941
693,6233853,4171,6238024
698,6238024,799,6238823
699,6238823,3747,6242570
700,6242570,81221,6323791
701,6324068,2527,6326595
702,6327216,24974,6352190
703,6352191,1155,6353346
704,6353347,16285,6369632
705,6369632,1290,6370922
706,6370922,19586,6390508
707,6391000,30341,6421341
708,6421344,1117,6422461
709,6422469,8892,6431361
710,6431361,20507,6451868
711,6451868,24967,6476835
712,6476835,10696,6487531
713,6487531,18014,6505545
714,6506359,15536,6521895
715,6521895,2025,6523920
716,6523920,1192,6525112
717,6526301,2465,6528766
720,6528766,2715,6531481
721,6531991,14062,6546053
722,6546053,3919,6549972
