s10,10_Loc,10_length,10_end
612,1093520,14004,1107524
611,1107524,49262,1156786
r353,1156741,45,1156786
610,1156786,4540,1161326
609,1161326,2011,1163337
608,1163337,9062,1172399
607,1172399,1732,1174131
606,1174131,716,1174847
605,1174847,8936,1183783
604,1183783,25457,1209240
603,1209240,1598,1210838
602,1210933,1613,1212546
601,1212546,8169,1220715
600,1220715,44357,1265072
599,1265072,1103,1266175
598,1266175,3214,1269389
597,1269389,59147,1328536
596,1328536,6355,1334891
595,1334891,9615,1344506
594,1344512,1347,1345859
593,1345859,4835,1350694
592,1351299,29476,1380775
591,1380775,3503,1384278
590,1384278,9274,1393552
589,1394005,1551,1395556
588,1395556,1679,1397235
587,1397235,2630,1399865
586,1400045,341,1400386
585,1400386,4021,1404407
584,1404407,20949,1425356
583,1425356,2169,1427525
582,1427525,1657,1429182
581,1429182,2166,1431348
580,1431414,13348,1444762
D776,1444762,1159,1445921
579,1445921,2479,1448400
R6,1445921,,1445921
578,1448862,6657,1455519
577,1455661,9740,1465401
576,1465401,66,1465467
575,1465467,10316,1475783
D574,1475791,1298,1477089
573,1477096,1048,1478144
D572,1479168,4152,1483320
R496,1479289,881,1480170
D571,1483941,1174,1485115
570,1485410,27673,1513083
D870,1513084,1247,1514331
D796,1514331,1723,1516054
D745,1516054,6241,1522295
D972,1522295,1456,1523751
D837,1523751,4910,1528661
D220,1528663,20001,1548664
D221,1549229,1237,1550466
D910,1550523,1440,1551963
D222,1551973,4713,1556686
D223,1556725,179,1556904
D224,1556904,9115,1566019
D225,1558904,7070,1565974
D836,1566031,435,1566466
D227,1566467,5669,1572136
D228,1572136,271,1572407
D229,1572419,1245,1573664
D230,1573664,4373,1578037
D231,1578756,134,1578890
D232,1578893,1108,1580001
D978,1580001,125,1580126
D234,1580137,3332,1583469
D864,1583469,218,1583687
D236,1583687,8071,1591758
D235,1583744,6752,1590496
IN,1587027,528,1587555
D237,1591758,385,1592143
D238,1592143,4940,1597083
IN,1594915,1929,1596844
569,1597085,1546,1598631
R1165,1597085,,1597085
568,1598631,1084,1599715
567,1600481,27471,1627952
566,1627952,68026,1695978
D565,1695978,1230,1697208
D564,1697323,257,1697580
IN,1697598,987,1698585
D563,1697744,2696,1700440
R532,1700446,67,1700513
D562,1700521,2682,1703203
IN,1701516,1119,1702635
D561,1703207,1778,1704985
D560,1704985,2608,1707593
D559,1707717,1081,1708798
D558,1708798,2464,1711262
D557,1711348,480,1711828
D556,1712468,3007,1715475
D555,1715475,1055,1716530
D554,1716531,105,1716636
D553,1716750,11571,1728321
D552,1728321,6497,1734818
D551,1734818,2225,1737043
D549,1738056,242,1738298
D548,1738298,2169,1740467
547,1740467,3346,1743813
546,1744650,1263,1745913
545,1745913,48505,1794418
544,1794418,4140,1798558
543,1798558,26644,1825202
542,1825202,9088,1834290
541,1834807,4012,1838819
540,1838819,2394,1841213
539,1841213,27419,1868632
538,1868632,15119,1883751
D254,1883784,2032,1885816
TSP,1883807,723,1884530
TSP,1884558,1269,1885827
D255,1885816,152,1885968
D929,1885968,182,1886150
D258,1886150,4443,1890593
D251,1890593,3290,1893883
TSP,1891892,984,1892876
D252,1893883,1251,1895134
IN,1893985,1014,1894999
D248,1895894,767,1896661
R735,1897919,867,1898786
D253,1898957,6657,1905614
TSP,1899610,786,1900396
TSP,1900382,1524,1901906
537,1905614,15810,1921424
r354,1921379,45,1921424
IN,1921793,1284,1923077
D536,1923884,1157,1925041
D535,1925105,15088,1940193
TSP,1938648,126,1938774
D534,1940429,3000,1943429
D533,1943462,1358,1944820
D532,1945169,1378,1946547
D531,1946547,1414,1947961
D530,1948399,1410,1949809
D529,1949814,1436,1951250
TSP,1949847,2964,1952811
D528,1951250,4465,1955715
D527,1955715,534,1956249
D526,1957023,3496,1960519
D525,1960519,5097,1965616
D524,1965652,1911,1967563
D523,1967563,1367,1968930
R790,1967563,,1967563
D522,1969719,2427,1972146
D521,1972146,15449,1987595
R5,1974936,386,1975322
TSP,1974957,948,1975905
D520,1987964,7886,1995850
R338,1994926,2427,1997353
D519,1996197,1004,1997201
D518,1997201,1859,1999060
D517,1999060,278,1999338
TSP,1999337,354,1999691
D265,1999338,41,1999379
R5,1999338,386,1999724
D516,1999391,3072,2002463
515,2002483,2482,2004965
514,2004965,2881,2007846
513,2007846,3252,2011098
512,2011098,18777,2029875
R808,2029811,67,2029878
497,2029932,20634,2050566
496,2050566,2038,2052604
495,2052604,2544,2055148
494,2055149,21553,2076702
493,2076702,38054,2114756
D492,2114756,4565,2119321
491,2119426,10958,2130384
490,2130384,6107,2136491
489,2136491,1158,2137649
488,2137649,4140,2141789
487,2141789,14258,2156047
486,2157037,2449,2159486
D485,2159486,1269,2160755
484,2160755,10486,2171241
483,2171241,1335,2172576
482,2172576,6518,2179094
D481,2179865,2092,2181957
D480,2182917,168,2183085
D479,2183754,1049,2184803
TSP,2183765,741,2184506
TSP,2184619,309,2184928
478,2185359,27224,2212583
477,2213075,1577,2214652
473,2214652,15027,2229679
472,2229679,22712,2252391
D471,2252391,1479,2253870
470,2253870,8956,2262826
D469,2262826,5242,2268068
468,2268090,2704,2270794
467,2271601,5276,2276877
466,2276877,6726,2283603
465,2283603,4573,2288176
464,2288176,14116,2302292
463,2302292,13937,2316229
462,2316229,1432,2317661
461,2317661,2408,2320069
452,2320069,24319,2344388
451,2344388,7468,2351856
450,2351856,8099,2359955
449,2359955,23141,2383096
448,2383096,15753,2398849
447,2398849,1751,2400600
D446,2400600,1566,2402166
445,2402925,11438,2414363
444,2414363,2626,2416989
443,2416989,2131,2419120
D770,2420237,7815,2428052
D912,2428052,1497,2429549
D442,2429556,166,2429722
D771,2429722,1898,2431620
441,2431809,3241,2435050
440,2435078,2416,2437494
439,2437512,15175,2452687
438,2452687,14021,2466708
437,2466708,1393,2468101
436,2468101,5543,2473644
D435,2476440,1691,2478131
434,2478131,17671,2495802
433,2495802,52251,2548053
432,2548053,1275,2549328
431,2549328,1434,2550762
430,2550762,10494,2561256
429,2561256,7098,2568354
428,2568354,8016,2576370
427,2576370,1380,2577750
426,2578590,13698,2592288
425,2592288,2348,2594636
424,2594636,3657,2598293
423,2599181,9075,2608256
422,2608256,2436,2610692
421,2610692,18797,2629489
420,2629489,1367,2630856
419,2630856,11495,2642351
418,2642359,8077,2650436
417,2650436,18415,2668851
416,2669344,30559,2699903
415,2699903,10555,2710458
414,2710458,16138,2726596
D413,2726596,4845,2731441
D412,2732167,2138,2734305
411,2734813,24401,2759214
410,2759811,17181,2776992
D409,2776992,23715,2800707
408,2800707,2059,2802766
407,2802766,28188,2830954
R754,2802766,,2802766
406,2830954,36084,2867038
405,2867038,2610,2869648
404,2869648,9959,2879607
R456,2879607,60,2879667
387,2879844,13381,2893225
386,2893225,2430,2895655
385,2895655,44629,2940284
384,2940284,1170,2941454
383,2941454,8401,2949855
D382,2949855,1630,2951485
381,2951488,16000,2967488
380,2967488,2909,2970397
379,2970397,33089,3003486
D378,3003486,3158,3006644
D377,3006644,2595,3009239
D376,3009345,16339,3025684
D375,3026383,2371,3028754
D374,3029564,9222,3038786
D373,3038786,3377,3042163
D372,3042254,10967,3053221
D371,3053579,26029,3079608
D403,3079608,1525,3081133
D1022,3081332,1129,3082461
D401,3082633,1195,3083828
D400,3083829,1116,3084945
D948,3085717,221,3085938
D399,3087870,1277,3089147
D947,3089265,1332,3090597
D397,3090597,892,3091489
D788,3093059,94,3093153
D396,3093949,706,3094655
D395,3094657,5745,3100402
D394,3100402,161,3100563
D842,3100563,2988,3103551
D507,3105264,64,3105328
D392,3105848,1956,3107804
D787,3109825,12087,3121912
D500,3122046,3651,3125697
D499,3125769,1989,3127758
D388,3128470,948,3129418
D498,3129418,136,3129554
D370,3129554,14994,3144548
D369,3144548,16922,3161470
D368,3161470,1845,3163315
D367,3163315,1956,3165271
D366,3165271,5640,3170911
D365,3170911,6071,3176982
D364,3176982,1299,3178281
D363,3178281,10664,3188945
D362,3188945,12671,3201616
D361,3201616,5539,3207155
D360,3207863,1811,3209674
D359,3209677,6176,3215853
D358,3215853,1875,3217728
D357,3217728,18356,3236084
D356,3236084,6435,3242519
D355,3242519,1860,3244379
D354,3244379,7373,3251752
D353,3251752,13176,3264928
D352,3264928,16477,3281405
D351,3281405,10269,3291674
D350,3292615,7195,3299810
D349,3299810,12167,3311977
348,3311977,6110,3318087
347,3318087,56295,3374382
D773,3374467,449,3374916
D780,3374986,761,3375747
D782,3375747,1136,3376883
D725,3377581,9136,3386717
D724,3386717,18959,3405676
D752,3405676,2190,3407866
D723,3407866,29069,3436935
D794,3436938,762,3437700
D346,3437700,4380,3442080
D867,3442195,1106,3443301
D344,3444150,397,3444547
TSP,3444563,741,3445304
TSP,3445417,309,3445726
D342,3445791,12540,3458331
D341,3458360,1851,3460211
340,3461981,70617,3532598
D339,3533565,3313,3536878
338,3536878,1452,3538330
D337,3539158,6379,3545537
D336,3545537,5234,3550771
335,3550771,12181,3562952
334,3563333,1465,3564798
333,3564798,8790,3573588
332,3574428,1200,3575628
331,3575630,3495,3579125
330,3579270,1143,3580413
329,3580413,13745,3594158
328,3594158,8842,3603000
327,3604224,1086,3605310
326,3605312,16227,3621539
D325,3621539,1919,3623458
324,3623460,30646,3654106
D323,3654106,7946,3662052
D322,3662052,4752,3666804
D321,3666804,335,3667139
D320,3667139,1146,3668285
319,3668322,3421,3671743
D318,3671743,5948,3677691
R316,3671743,,3671743
D317,3678773,1296,3680069
D316,3680069,2201,3682270
D315,3682270,1169,3683439
D314,3683439,1937,3685376
313,3685378,2656,3688034
312,3688034,12858,3700892
311,3701007,2385,3703392
310,3704557,2123,3706680
309,3706680,13029,3719709
308,3719709,19368,3739077
307,3739077,16890,3755967
D306,3755970,1379,3757349
D305,3757349,1734,3759083
R4,3757400,198,3757598
R4,3759134,198,3759332
D304,3759389,1982,3761371
D303,3761685,1131,3762816
D302,3762869,680,3763549
D301,3766474,1385,3767859
D300,3767895,3465,3771360
D299,3771360,12472,3783832
298,3783832,15362,3799194
297,3799194,12147,3811341
296,3811341,7754,3819095
295,3819095,10105,3829200
294,3829626,35828,3865454
293,3865454,1350,3866804
292,3866804,2349,3869153
291,3869153,20055,3889208
290,3889210,1128,3890338
289,3890340,19676,3910016
D288,3910016,1002,3911018
R396,3910952,81,3911033
287,3911018,11132,3922150
286,3922150,1415,3923565
285,3924060,2520,3926580
D284,3926580,1010,3927590
D283,3927609,1968,3929577
282,3929577,8016,3937593
D281,3937593,2652,3940245
280,3941171,2089,3943260
D279,3943260,11144,3954404
278,3954404,4399,3958803
277,3958803,1398,3960201
276,3960202,3389,3963591
275,3963592,2415,3966007
274,3966007,39431,4005438
273,4005630,12250,4017880
272,4017880,1179,4019059
271,4019060,9616,4028676
270,4028676,23204,4051880
269,4051880,8251,4060131
268,4060131,35653,4095784
267,4095829,12494,4108323
D266,4108345,1020,4109365
D264,4109570,8384,4117954
TSP,4117479,741,4118220
TSP,4118333,309,4118642
D263,4118707,14624,4133331
262,4134201,2379,4136580
261,4136580,8635,4145215
246,4145215,18324,4163539
245,4163539,8994,4172533
244,4172533,15039,4187572
D243,4187572,364,4187936
D862,4188028,496,4188524
D1007,4188824,740,4189564
D389,4189760,23922,4213682
D746,4213682,11211,4224893
D975,4224893,1102,4225995
D848,4225995,370,4226365
242,4226365,20567,4246932
D241,4246932,4922,4251854
D240,4251854,2007,4253861
213,4254029,2358,4256387
212,4257280,42706,4299986
211,4299986,50146,4350132
210,4350725,6480,4357205
209,4357205,6115,4363320
208,4363939,12281,4376220
207,4376221,1014,4377235
206,4377236,5510,4382746
205,4382746,1053,4383799
204,4383799,5262,4389061
203,4389061,5781,4394842
202,4394842,7043,4401885
201,4401885,1245,4403130
200,4403131,17441,4420572
199,4420572,43674,4464246
198,4464246,9332,4473578
197,4473578,29305,4502883
196,4503872,5469,4509341
195,4509341,2845,4512186
D194,4512186,223,4512409
193,4512748,35604,4548352
192,4548352,1406,4549758
191,4549758,8933,4558691
190,4559081,11027,4570108
189,4570757,14409,4585166
188,4585686,28071,4613757
187,4613757,15614,4629371
186,4629371,1077,4630448
185,4630448,8591,4639039
184,4639039,1161,4640200
183,4640200,28165,4668365
182,4668365,11029,4679394
181,4679394,14049,4693443
180,4693443,27836,4721279
179,4721279,1270,4722549
178,4722861,35524,4758385
177,4758385,11617,4770002
176,4770002,58729,4828731
175,4828731,3725,4832456
174,4832456,1716,4834172
173,4834172,15167,4849339
172,4850002,1158,4851160
171,4851160,2648,4853808
D170,4854079,932,4855011
D169,4855078,303,4855381
TSP,4855118,309,4855427
D168,4855480,803,4856283
TSP,4855540,741,4856281
D667,4857292,2309,4859601
D665,4860033,729,4860762
166,4862312,38871,4901183
165,4902169,15150,4917319
164,4917319,8064,4925383
163,4925383,30514,4955897
162,4955897,3428,4959325
161,4959327,1342,4960669
160,4960756,34088,4994844
159,4994844,6550,5001394
158,5001589,2058,5003647
157,5003647,3162,5006809
156,5006809,49817,5056626
155,5056626,11787,5068413
154,5068413,5319,5073732
153,5073732,10214,5083946
152,5083946,34902,5118848
151,5118848,13027,5131875
150,5131875,5065,5136940
149,5138269,9455,5147724
148,5147724,1063,5148787
147,5148787,19215,5168002
146,5168002,12465,5180467
145,5180467,3078,5183545
144,5183545,8489,5192034
143,5192034,2637,5194671
142,5194672,1143,5195815
141,5195815,22820,5218635
140,5218637,1674,5220311
139,5220313,5005,5225318
138,5225318,9731,5235049
137,5235049,1716,5236765
136,5236765,10252,5247017
130,5247017,21538,5268555
D453,5268555,2284,5270839
D454,5270839,1747,5272586
D455,5273867,1167,5275034
D456,5275034,2963,5277997
D457,5278366,1124,5279490
D458,5279490,4451,5283941
D459,5283942,15832,5299774
D460,5299774,6019,5305793
129,5306844,21386,5328230
128,5328231,56080,5384311
R846,5384293,94,5384387
127,5384634,1537,5386171
126,5386171,10596,5396767
125,5396767,6558,5403325
124,5403325,12824,5416149
123,5416634,2210,5418844
122,5418844,8463,5427307
D121,5427310,2302,5429612
120,5429722,17103,5446825
119,5446825,26589,5473414
118,5473414,4163,5477577
117,5477577,3310,5480887
116,5480887,47481,5528368
115,5528368,1351,5529719
114,5530299,7266,5537565
113,5537565,61,5537626
112,5537626,2071,5539697
111,5539697,382,5540079
110,5540079,10977,5551056
109,5551056,2388,5553444
108,5553444,18004,5571448
107,5571757,7018,5578775
106,5578777,1143,5579920
105,5579921,14445,5594366
104,5594996,1676,5596672
103,5596672,9036,5605708
102,5605708,1585,5607293
101,5607293,13205,5620498
100,5620498,20044,5640542
99,5640542,15702,5656244
D98,5656244,1604,5657848
97,5657848,2557,5660405
96,5660907,3679,5664586
95,5665333,17545,5682878
D94,5683847,1997,5685844
93,5685844,4783,5690627
92,5690627,15245,5705872
D91,5705872,16860,5722732
D90,5722732,1243,5723975
D89,5724025,21097,5745122
D88,5745122,7117,5752239
D87,5752239,4394,5756633
D86,5756633,8235,5764868
D85,5764868,2131,5766999
D84,5768802,4720,5773522
D83,5773522,2579,5776101
D82,5776101,2127,5778228
81,5778228,4553,5782781
80,5783456,2277,5785733
79,5785733,4360,5790093
78,5790093,1655,5791748
77,5791749,1056,5792805
76,5792806,2503,5795309
D620,5795315,537,5795852
D1024,5795852,811,5796663
D135,5796678,7632,5804310
D885,5804530,3894,5808424
D133,5812157,15303,5827460
D853,5827460,4407,5831867
TSP,5828038,2301,5830339
75,5831867,10791,5842658
D74,5842658,3390,5846048
73,5846048,1784,5847832
72,5847832,1245,5849077
71,5849077,8567,5857644
70,5857644,5373,5863017
69,5863017,9844,5872861
68,5872861,7780,5880641
67,5880641,1002,5881643
66,5881643,6505,5888148
65,5888479,7762,5896241
64,5896241,17452,5913693
D1010,5918922,1075,5919997
60,5920282,18610,5938892
59,5938892,3413,5942305
D58,5942562,1981,5944543
D57,5944544,1903,5946447
56,5946447,51138,5997585
55,6006238,12616,6018854
54,6019625,14212,6033837
53,6034806,14730,6049536
52,6049536,1839,6051375
51,6051375,9280,6060655
50,6060655,21401,6082056
49,6082056,14243,6096299
48,6096869,33940,6130809
47,6130809,38299,6169108
46,6169108,7431,6176539
45,6176539,31915,6208454
44,6208454,19777,6228231
43,6228578,21777,6250355
42,6250355,2280,6252635
41,6252635,3245,6255880
40,6255880,7688,6263568
39,6265601,8103,6273704
D666,6274877,432,6275309
D668,6278496,2216,6280712
D669,6280737,103,6280840
D670,6280840,4621,6285461
D671,6285955,180,6286135
D672,6286136,1574,6287710
673,6287710,11411,6299121
R436,6299100,45,6299145
680,6299121,18152,6317273
681,6317273,9680,6326953
682,6326953,7910,6334863
TSP,6334928,309,6335237
D958,6335120,73,6335193
TSP,6335350,741,6336091
684,6336103,13465,6349568
685,6349568,29244,6378812
686,6378812,2751,6381563
687,6381563,22771,6404334
688,6404334,1917,6406251
689,6408161,9575,6417736
D690,6417736,5662,6423398
691,6423398,1755,6425153
692,6425153,15246,6440399
693,6441311,4193,6445504
698,6445504,799,6446303
699,6446303,3747,6450050
700,6450050,80906,6530956
701,6531198,2561,6533759
702,6534381,24985,6559366
703,6559367,1155,6560522
704,6560523,16294,6576817
705,6576817,1290,6578107
706,6578107,19590,6597697
707,6598189,30352,6628541
708,6628544,1117,6629661
709,6629669,8886,6638555
710,6638555,20507,6659062
711,6659062,24747,6683809
712,6683809,10696,6694505
713,6694505,16800,6711305
714,6712116,15532,6727648
715,6727648,2025,6729673
716,6729673,1192,6730865
717,6732054,2467,6734521
D718,6734521,5905,6740426
TSP,6740492,309,6740801
TSP,6740914,741,6741655
720,6741668,4392,6746060
721,6746570,14075,6760645
722,6760645,3918,6764563
