s6,6_Loc,6_Length,6_end
200,2175909,17456,2193365
201,2193365,1245,2194610
202,2194611,7042,2201653
203,2201653,5784,2207437
204,2207441,5253,2212694
205,2212694,1053,2213747
206,2213747,5514,2219261
207,2219262,1017,2220279
208,2220280,12280,2232560
209,2233179,6047,2239226
210,2239226,6477,2245703
211,2246296,52092,2298388
212,2298388,42709,2341097
213,2341990,2356,2344346
D240,2344514,1032,2345546
242,2345546,19996,2365542
R883,2365526,37,2365563
D243,2365545,205,2365750
244,2365750,15003,2380753
245,2380753,9296,2390049
246,2390049,18308,2408357
261,2408357,8636,2416993
262,2416994,2379,2419373
D744,2420244,59,2420303
D810,2429501,279,2429780
D683,2429844,880,2430724
TSP,2430181,828,2431009
D729,2431023,68,2431091
267,2431529,10302,2441831
268,2441876,33782,2475658
269,2475658,8251,2483909
270,2483909,13328,2497237
271,2497237,9617,2506854
272,2506855,1179,2508034
273,2508034,12250,2520284
D814,2520338,1502,2521840
274,2521840,39438,2561278
275,2561278,2415,2563693
276,2563694,3390,2567084
277,2567084,1398,2568482
278,2568483,4398,2572881
D279,2572881,11144,2584025
D869,2584025,2270,2586295
D520,2586664,935,2587599
280,2587599,30259,2617858
D281,2618784,2652,2621436
282,2621436,7612,2629048
D284,2629669,1010,2630679
285,2630679,2520,2633199
286,2633684,1423,2635107
287,2635107,11226,2646333
R396,2646224,81,2646305
D848,2646333,1849,2648182
IN,2646367,1029,2647396
D921,2650219,1362,2651581
D677,2652335,1118,2653453
D908,2653453,1070,2654523
D343,2654840,4615,2659455
D509,2663942,419,2664361
D508,2664361,170,2664531
D861,2664531,3835,2668366
D1002,2668376,693,2669069
D553,2669076,901,2669977
D669,2670622,846,2671468
D838,2671468,6617,2678085
D737,2680028,12262,2692290
D288,2692290,1680,2693970
D740,2692346,440,2692786
R396,2692949,82,2693031
289,2693970,19668,2713638
290,2713640,1128,2714768
291,2714770,20090,2734860
292,2734860,2353,2737213
293,2737213,1350,2738563
294,2738563,35825,2774388
295,2774816,10101,2784917
296,2784917,7754,2792671
297,2792671,12127,2804798
298,2804798,13280,2818078
D667,2820953,2303,2823256
R4,2823254,198,2823452
D666,2823596,1449,2825045
D855,2825222,1197,2826419
307,2826515,16886,2843401
308,2843401,19347,2862748
309,2862748,13029,2875777
310,2875777,2125,2877902
D741,2878339,9616,2887955
311,2889108,2508,2891616
312,2891731,12864,2904595
313,2904595,2656,2907251
D314,2907253,1935,2909188
D315,2909188,1169,2910357
D316,2910357,2201,2912558
D317,2912558,1296,2913854
R316,2912558,,2912558
D318,2914936,5948,2920884
319,2920884,3421,2924305
D320,2924342,1146,2925488
D321,2925488,335,2925823
D322,2925823,4752,2930575
D323,2930575,7954,2938529
324,2938529,30640,2969169
D819,2969169,1113,2970282
326,2970282,16228,2986510
327,2986512,1086,2987598
328,2988822,8831,2997653
329,2997653,13757,3011410
330,3011410,1143,3012553
D728,3012555,6572,3019127
331,3019138,3495,3022633
332,3022635,1200,3023835
333,3024579,8577,3033156
334,3033156,1354,3034510
335,3034737,12196,3046933
D336,3046933,5236,3052169
D337,3052169,6379,3058548
338,3059376,1452,3060828
D339,3060828,6186,3067014
340,3067981,70780,3138761
D341,3140530,1851,3142381
D724,3142437,21751,3164188
D725,3164188,9135,3173323
D782,3174021,1137,3175158
D780,3175158,1352,3176510
D812,3176510,1329,3177839
D773,3177855,1865,3179720
D800,3179720,1501,3181221
347,3181235,56426,3237661
348,3237661,6110,3243771
D349,3243771,12469,3256240
D350,3256240,7186,3263426
D351,3264367,16950,3281317
D352,3281317,16477,3297794
D353,3297794,15357,3313151
D354,3313151,7373,3320524
D355,3320524,1845,3322369
D356,3322369,6435,3328804
D357,3328804,18483,3347287
D358,3347287,1875,3349162
D359,3349162,6177,3355339
D360,3355341,3302,3358643
D361,3359354,5539,3364893
D362,3364893,12669,3377562
D363,3377562,10664,3388226
D364,3388226,1299,3389525
D365,3389525,6070,3395595
D366,3395595,5650,3401245
D367,3401245,1956,3403201
D368,3403201,1845,3405046
D369,3405046,16920,3421966
D370,3421966,15146,3437112
D371,3437112,25981,3463093
D372,3464709,6366,3471075
D373,3471166,3356,3474522
D374,3474522,9222,3483744
D375,3484554,2371,3486925
D376,3487627,16814,3504441
D377,3504507,2595,3507102
D378,3507102,3160,3510262
379,3510263,32608,3542871
380,3542871,2909,3545780
381,3545780,15986,3561766
383,3561888,8401,3570289
384,3570289,1170,3571459
385,3571459,44650,3616109
386,3616109,2430,3618539
387,3618539,13389,3631928
R456,3632105,60,3632165
404,3632165,9962,3642127
405,3642127,2610,3644737
406,3644737,36084,3680821
R754,3644737,9206,3653943
407,3680821,28321,3709142
408,3709142,2059,3711201
D409,3711201,23706,3734907
410,3734907,17157,3752064
411,3752662,24675,3777337
414,3777337,15405,3792742
415,3792742,10556,3803298
416,3803298,30523,3833821
417,3834314,18417,3852731
418,3852731,8077,3860808
419,3860815,11483,3872298
420,3872298,1367,3873665
421,3873665,18795,3892460
422,3892460,2436,3894896
423,3894896,9074,3903970
424,3904858,3639,3908497
425,3908497,2348,3910845
426,3910845,13695,3924540
427,3925380,1496,3926876
440,3926904,2422,3929326
D266,3931940,1017,3932957
D265,3932957,88,3933045
441,3933159,3240,3936399
D865,3936401,1621,3938022
443,3939094,2131,3941225
444,3941225,2624,3943849
445,3943849,11443,3955292
D446,3956051,1566,3957617
447,3957617,1751,3959368
448,3959368,15710,3975078
449,3975078,23146,3998224
450,3998224,8098,4006322
451,4006322,7458,4013780
428,4013873,8013,4021886
429,4021886,7230,4029116
430,4029116,10461,4039577
431,4039577,1434,4041011
432,4041011,1275,4042286
433,4042286,52258,4094544
434,4094544,17689,4112233
D435,4112233,1690,4113923
436,4116719,5544,4122263
437,4122263,1393,4123656
438,4123657,13984,4137641
439,4137641,12756,4150397
452,4150397,24318,4174715
461,4174715,2352,4177067
462,4177067,1432,4178499
463,4178499,13938,4192437
464,4192437,14077,4206514
D500,4206563,77,4206640
D499,4206712,118,4206830
465,4211133,4728,4215861
466,4215861,6726,4222587
467,4222587,5277,4227864
468,4228671,2704,4231375
470,4231449,10402,4241851
D471,4241851,1479,4243330
472,4243330,22705,4266035
473,4266035,15027,4281062
477,4281062,1577,4282639
478,4283131,27218,4310349
D480,4311384,286,4311670
D481,4312625,1760,4314385
482,4315485,6518,4322003
483,4322003,1335,4323338
484,4323338,10486,4333824
D485,4333824,1269,4335093
486,4335093,2450,4337543
487,4338533,14261,4352794
488,4352794,4141,4356935
489,4356935,1158,4358093
490,4358093,6107,4364200
491,4364200,10985,4375185
D492,4375290,9973,4385263
493,4385263,38064,4423327
494,4423327,21554,4444881
495,4444882,2544,4447426
496,4447427,2036,4449463
497,4449463,20635,4470098
R808,4470156,63,4470219
512,4470155,18774,4488929
513,4488929,3252,4492181
514,4492181,2868,4495049
515,4495049,2376,4497425
r354,4497712,45,4497757
537,4497708,15811,4513519
538,4513519,15090,4528609
539,4528609,27418,4556027
540,4556027,2389,4558416
541,4558416,4011,4562427
542,4562944,9088,4572032
543,4572032,26692,4598724
544,4598724,4092,4602816
545,4602816,48501,4651317
546,4651317,1263,4652580
547,4653417,3255,4656672
R532,4656648,67,4656715
D940,4656717,419,4657136
D563,4657136,741,4657877
IN,4657746,276,4658022
D565,4658424,1228,4659652
566,4659652,67427,4727079
567,4727079,27486,4754565
568,4755331,1084,4756415
R1165,4755331,,4755331
569,4756415,1547,4757962
D870,4757962,85,4758047
D895,4758047,1190,4759237
IN,4758473,993,4759466
D937,4759914,742,4760656
D791,4760803,2714,4763517
D777,4764390,602,4764992
D933,4765756,130,4765886
570,4768827,27713,4796540
D817,4796835,1172,4798007
D739,4798615,4173,4802788
573,4803773,2338,4806111
D822,4806111,1125,4807236
575,4807244,10313,4817557
576,4817557,66,4817623
577,4817623,9741,4827364
578,4827506,6656,4834162
R6,4834624,947,4835571
579,4834624,1927,4836551
580,4836551,15060,4851611
581,4851677,2166,4853843
582,4853843,1657,4855500
583,4855500,2174,4857674
584,4857674,20959,4878633
585,4878633,4021,4882654
586,4882654,341,4882995
587,4883175,2630,4885805
588,4885805,1679,4887484
589,4887484,1551,4889035
590,4889488,9947,4899435
591,4899435,3503,4902938
592,4902938,29443,4932381
593,4932986,4829,4937815
594,4937821,1353,4939174
595,4939174,9615,4948789
596,4948789,6353,4955142
597,4955142,59144,5014286
598,5014287,3214,5017501
599,5017501,1103,5018604
600,5018604,44336,5062940
601,5062940,8169,5071109
602,5071109,1613,5072722
603,5072817,1598,5074415
604,5074415,25320,5099735
605,5099735,8934,5108669
606,5108669,2168,5110837
607,5110837,1731,5112568
608,5112569,9056,5121625
609,5121625,2012,5123637
610,5123637,4428,5128065
R353,5128067,45,5128112
611,5128065,49265,5177330
612,5177330,14003,5191333
613,5191333,22483,5213816
D614,5213816,16206,5230022
615,5230022,3115,5233137
616,5234102,4422,5238524
617,5238524,13939,5252463
621,5252463,24876,5277339
622,5278190,3601,5281791
623,5281791,269,5282060
R618,5282005,,5282005
D564,5282062,2707,5284769
IN,5282580,1002,5283582
D881,5284946,2684,5287630
D971,5287848,1258,5289106
D1005,5289106,1409,5290515
D878,5290515,1224,5291739
D764,5294813,141,5294954
R618,5294964,,5294964
624,5294954,981,5295935
625,5295935,5725,5301660
626,5301660,12393,5314053
627,5314053,2894,5316947
628,5316952,2805,5319757
629,5319939,7190,5327129
630,5327129,10089,5337218
631,5337220,4675,5341895
632,5341895,13903,5355798
633,5356681,5544,5362225
634,5362225,1404,5363629
635,5363629,12498,5376127
636,5376127,59151,5435278
637,5435278,3091,5438369
D638,5438369,773,5439142
D639,5439142,60,5439202
R1033,5439206,,5439206
640,5439202,15486,5454688
641,5454690,2045,5456735
642,5456736,10343,5467079
643,5467079,20395,5487474
644,5487474,1630,5489104
645,5489104,2209,5491313
646,5491313,1776,5493089
647,5494164,28455,5522619
648,5522619,17543,5540162
649,5540734,9517,5550251
650,5550251,55841,5606092
651,5606092,30590,5636682
652,5636682,15583,5652265
653,5652266,1948,5654214
654,5654214,38186,5692400
655,5692475,1580,5694055
656,5694139,31998,5726137
657,5726137,14819,5740956
658,5740956,2220,5743176
659,5743183,2282,5745465
660,5745465,5076,5750541
661,5750541,20460,5771001
662,5771001,9790,5780791
663,5780791,66690,5847481
664,5847482,4588,5852070
673,5852070,11406,5863476
r436,5863455,45,5863500
680,5863476,18101,5881577
681,5881577,9723,5891300
682,5891300,7911,5899211
684,5899213,13466,5912679
685,5912679,29244,5941923
686,5941923,2751,5944674
687,5944674,22772,5967446
688,5967446,1917,5969363
689,5971285,9576,5980861
D690,5980861,5661,5986522
691,5986522,1759,5988281
692,5988281,15260,6003541
693,6004453,4180,6008633
698,6008633,799,6009432
699,6009432,3747,6013179
700,6013179,81214,6094393
701,6094669,2527,6097196
702,6097817,24987,6122804
703,6122805,1155,6123960
704,6123961,16285,6140246
705,6140246,1290,6141536
706,6141536,19587,6161123
707,6161615,30350,6191965
708,6191968,1117,6193085
709,6193093,8880,6201973
710,6201973,20507,6222480
711,6222480,24864,6247344
712,6247344,10696,6258040
713,6258040,18023,6276063
714,6276877,15537,6292414
715,6292414,2025,6294439
716,6294439,1192,6295631
717,6296820,9617,6306437
720,6306437,2715,6309152
721,6309662,14075,6323737
722,6323737,3918,6327655
