s24,24_Loc,24_length,24_end
242,3495618,20010,3515628
D240,3515628,1032,3516660
213,3516828,2358,3519186
212,3520079,42711,3562790
211,3562790,52094,3614884
210,3615477,6474,3621951
209,3621951,6116,3628067
208,3628686,12279,3640965
207,3640966,1017,3641983
206,3641984,5514,3647498
205,3647498,1053,3648551
204,3648551,5262,3653813
203,3653813,5781,3659594
202,3659594,7057,3666651
201,3666651,1245,3667896
200,3667897,17424,3685321
199,3685321,43723,3729044
198,3729044,9333,3738377
197,3738377,29303,3767680
196,3768669,5469,3774138
195,3774138,2845,3776983
D194,3776983,223,3777206
193,3777545,32419,3809964
192,3809964,1406,3811370
191,3811370,8942,3820312
190,3820702,11026,3831728
189,3832395,14394,3846789
188,3847309,20388,3867697
D761,3868247,378,3868625
D867,3868625,40,3868665
D674,3868726,670,3869396
D742,3869412,19226,3888638
187,3888671,11752,3900423
186,3900423,1077,3901500
185,3901500,8593,3910093
184,3910093,1161,3911254
183,3911254,28157,3939411
182,3939411,11039,3950450
181,3950450,9212,3959662
180,3959662,27822,3987484
179,3987484,1270,3988754
178,3989066,35524,4024590
177,4024590,11616,4036206
176,4036206,58725,4094931
175,4094931,3725,4098656
174,4098656,1716,4100372
173,4100372,14002,4114374
172,4115575,1158,4116733
171,4116733,2648,4119381
D667,4120615,2310,4122925
D665,4123357,729,4124086
166,4125636,38878,4164514
165,4165500,15102,4180602
164,4180602,8357,4188959
163,4188959,30436,4219395
162,4219395,3719,4223114
161,4223116,1342,4224458
160,4224545,27541,4252086
159,4252086,6550,4258636
158,4258831,2069,4260900
157,4260900,3162,4264062
156,4264062,49816,4313878
155,4313878,11787,4325665
154,4325665,5025,4330690
153,4330690,10212,4340902
152,4340902,34902,4375804
151,4375804,13026,4388830
150,4388830,5065,4393895
149,4395224,9455,4404679
148,4404679,1063,4405742
147,4405742,19206,4424948
146,4424948,12465,4437413
145,4437413,3078,4440491
144,4440491,8490,4448981
143,4448981,2637,4451618
142,4451619,1142,4452761
141,4452761,22792,4475553
140,4475555,1674,4477229
139,4477231,5005,4482236
138,4482236,9750,4491986
137,4491986,1716,4493702
136,4493702,10252,4503954
130,4503954,21536,4525490
129,4525490,21385,4546875
128,4546876,56094,4602970
R846,4602952,94,4603046
127,4603293,1537,4604830
126,4604830,15331,4620161
125,4620161,7965,4628126
124,4628126,10942,4639068
123,4639553,2208,4641761
122,4641761,8462,4650223
D121,4650226,2302,4652528
120,4652638,17107,4669745
119,4669745,26676,4696421
118,4696421,4165,4700586
117,4700586,3310,4703896
116,4703896,45688,4749584
115,4749584,1351,4750935
114,4751515,7263,4758778
113,4758778,61,4758839
112,4758839,2073,4760912
111,4760912,382,4761294
110,4761294,10977,4772271
109,4772271,2388,4774659
108,4774659,17882,4792541
D454,4792850,1378,4794228
D131,4795215,785,4796000
D456,4796204,4553,4800757
D457,4801126,16352,4817478
D675,4817478,11700,4829178
D1001,4829178,178,4829356
107,4829360,7020,4836380
106,4836382,1143,4837525
105,4837526,14445,4851971
104,4852601,1678,4854279
103,4854279,9035,4863314
102,4863314,1585,4864899
101,4864899,13205,4878104
100,4878104,20164,4898268
99,4898268,15165,4913433
D98,4913433,1604,4915037
97,4915037,2557,4917594
96,4918096,3679,4921775
95,4922522,14496,4937018
D735,4937987,4104,4942091
93,4942091,7139,4949230
92,4949230,15245,4964475
D91,4964475,16860,4981335
D90,4981335,1243,4982578
D89,4982628,21097,5003725
D88,5003725,7948,5011673
D87,5011673,4410,5016083
D86,5016083,8235,5024318
D85,5024318,2033,5026351
D84,5028154,4720,5032874
D83,5032874,2578,5035452
D82,5035452,2126,5037578
81,5037578,8806,5046384
80,5047056,2277,5049333
79,5049333,4351,5053684
78,5053684,1655,5055339
77,5055340,1056,5056396
76,5056397,2503,5058900
75,5058905,10773,5069678
D74,5069678,3391,5073069
73,5073069,1942,5075011
72,5075011,1245,5076256
71,5076256,8567,5084823
70,5084823,5373,5090196
69,5090196,9844,5100040
68,5100040,7781,5107821
67,5107821,1002,5108823
66,5108823,6507,5115330
65,5115661,7762,5123423
64,5123423,17452,5140875
578,5141920,6596,5148516
R6,5148978,947,5149925
579,5148978,1927,5150905
580,5150905,15060,5165965
581,5166031,2166,5168197
582,5168197,1657,5169854
583,5169854,2174,5172028
584,5172028,20960,5192988
585,5192988,4021,5197009
586,5197009,341,5197350
587,5197530,2630,5200160
588,5200160,1679,5201839
589,5201839,1551,5203390
590,5203843,9385,5213228
591,5213228,3503,5216731
592,5216731,29477,5246208
593,5246813,4829,5251642
594,5251648,1353,5253001
595,5253001,9612,5262613
596,5262613,6353,5268966
597,5268966,59148,5328114
598,5328115,3215,5331330
599,5331330,1103,5332433
600,5332433,44347,5376780
601,5376780,8169,5384949
602,5384949,1613,5386562
603,5386657,1598,5388255
604,5388255,25433,5413688
605,5413688,8936,5422624
606,5422624,723,5423347
607,5423347,1683,5425030
608,5425031,9058,5434089
609,5434089,2012,5436101
610,5436101,4304,5440405
R353,5440405,45,5440450
D731,5440405,6057,5446462
D751,5446462,2478,5448940
D736,5448940,4649,5453589
D760,5453589,2538,5456127
D755,5456523,2794,5459317
D740,5460123,4085,5464208
R1000,5460123,181,5460304
D993,5464247,1458,5465705
D913,5465710,2728,5468438
R1000,5468457,181,5468638
D726,5469339,12771,5482110
D518,5482203,14278,5496481
D520,5496481,82,5496563
D529,5496589,2368,5498957
D811,5498957,5049,5504006
D266,5504023,1020,5505043
D265,5505043,88,5505131
D521,5505487,2828,5508315
D522,5508315,2427,5510742
R790,5508315,,5508315
D523,5512271,1368,5513639
D524,5513639,1913,5515552
D525,5515588,5097,5520685
D526,5520685,3496,5524181
R1012,5524819,285,5525104
D531,5524869,1414,5526283
D532,5526283,1378,5527661
D533,5527974,1358,5529332
D534,5529365,1284,5530649
D789,5531590,11374,5542964
D535,5542964,31,5542995
D536,5543059,1158,5544217
R353,5546678,45,5546723
611,5546676,49263,5595939
612,5595939,14003,5609942
613,5609942,22497,5632439
D614,5632439,16010,5648449
615,5648449,3116,5651565
616,5652530,4422,5656952
617,5656952,13923,5670875
621,5670875,24877,5695752
622,5696603,3601,5700204
623,5700204,213,5700417
624,5700417,971,5701388
625,5701388,5725,5707113
626,5707113,12393,5719506
627,5719506,2894,5722400
628,5722405,2807,5725212
629,5725393,7192,5732585
630,5732585,10089,5742674
631,5742676,4675,5747351
632,5747351,13903,5761254
633,5762137,5545,5767682
634,5767682,1404,5769086
635,5769086,12498,5781584
636,5781584,59188,5840772
637,5840772,3091,5843863
D638,5843863,773,5844636
D639,5844636,60,5844696
R1033,5844700,,5844700
640,5844696,15486,5860182
641,5860184,2045,5862229
642,5862230,10339,5872569
643,5872569,20384,5892953
644,5892953,1630,5894583
645,5894583,2209,5896792
646,5896792,1776,5898568
647,5899643,28558,5928201
648,5928201,17612,5945813
649,5946386,9516,5955902
650,5955902,55841,6011743
651,6011743,30602,6042345
652,6042345,15581,6057926
653,6057927,1948,6059875
654,6059875,35846,6095721
655,6095796,1580,6097376
656,6097460,31990,6129450
657,6129450,14822,6144272
658,6144272,2220,6146492
659,6146499,2282,6148781
660,6148781,5076,6153857
661,6153857,20472,6174329
662,6174329,8913,6183242
663,6183242,66545,6249787
664,6249787,5775,6255562
D961,6255562,1495,6257057
D671,6257058,183,6257241
D969,6257731,1600,6259331
D944,6259331,2072,6261403
673,6261474,13819,6275293
R436,6275272,45,6275317
680,6275293,18114,6293407
681,6293407,8430,6301837
682,6301837,7911,6309748
684,6309749,13466,6323215
685,6323215,29245,6352460
686,6352460,2751,6355211
687,6355211,22789,6378000
688,6378000,1917,6379917
689,6381921,9576,6391497
D690,6391497,5661,6397158
691,6397158,1759,6398917
692,6398917,15261,6414178
693,6415090,4180,6419270
698,6419270,799,6420069
699,6420069,3747,6423816
700,6423816,81229,6505045
701,6505288,2561,6507849
702,6508470,24924,6533394
703,6533395,1155,6534550
704,6534551,16285,6550836
705,6550836,1290,6552126
706,6552126,19586,6571712
707,6572204,30350,6602554
708,6602557,1117,6603674
709,6603682,8874,6612556
710,6612556,20507,6633063
711,6633063,24647,6657710
712,6657710,10696,6668406
713,6668406,16799,6685205
714,6686019,15538,6701557
715,6701557,2025,6703582
716,6703582,1192,6704774
717,6705963,2456,6708419
720,6708419,2715,6711134
721,6711644,14080,6725724
D784,6725724,11789,6737513
722,6737513,5353,6742866
