s3,3_Loc,3_Length,3_end
185,1920410,8590,1929000
186,1929000,1077,1930077
187,1930077,15613,1945690
188,1945690,28071,1973761
189,1974281,14394,1988675
190,1989333,11029,2000362
191,2000752,8942,2009694
192,2009694,1405,2011099
193,2011100,35601,2046701
D194,2047039,223,2047262
195,2047262,2845,2050107
196,2050107,5469,2055576
197,2056567,29291,2085858
198,2085858,9333,2095191
199,2095191,43682,2138873
200,2138873,17442,2156315
201,2156315,1245,2157560
202,2157561,7059,2164620
203,2164620,5784,2170404
204,2170408,5254,2175662
205,2175662,1053,2176715
206,2176715,5514,2182229
207,2182230,1014,2183244
208,2183245,12281,2195526
209,2196145,6115,2202260
210,2202260,6480,2208740
211,2209333,52139,2261472
212,2261472,42714,2304186
213,2305079,2356,2307435
D240,2313903,2007,2315910
D241,2315910,4922,2320832
242,2320832,18964,2339796
R883,2339780,37,2339817
D243,2339799,728,2340527
244,2341534,15186,2356720
245,2356720,9292,2366012
246,2366012,18326,2384338
261,2384338,8635,2392973
262,2392974,2379,2395353
D916,2399250,1450,2400700
IN,2399344,1350,2400694
D719,2400891,326,2401217
TSP,2401270,309,2401579
IN,2416385,1374,2417759
D729,2416450,4120,2420570
267,2421012,10299,2431311
268,2431320,35495,2466815
269,2466815,8250,2475065
270,2475065,13325,2488390
271,2488390,9617,2498007
272,2498008,1179,2499187
273,2499187,12241,2511428
274,2511620,39433,2551053
275,2551053,2415,2553468
276,2553469,3390,2556859
277,2556859,1398,2558257
278,2558258,4398,2562656
D279,2562656,11144,2573800
280,2573800,2089,2575889
D281,2576815,2652,2579467
282,2579467,8025,2587492
D283,2587492,1968,2589460
D284,2589479,1010,2590489
285,2590489,2520,2593009
286,2593495,1424,2594919
287,2594919,11133,2606052
R396,2606037,81,2606118
D288,2606052,1003,2607055
289,2607055,19666,2626721
290,2626723,1128,2627851
291,2627853,20053,2647906
292,2647906,2270,2650176
293,2650176,1350,2651526
294,2651526,35829,2687355
295,2687783,10105,2697888
296,2697888,7754,2705642
297,2705642,12148,2717790
298,2717790,15361,2733151
D299,2734613,11551,2746164
D300,2746164,3465,2749629
D301,2749665,1385,2751050
D302,2753975,680,2754655
D303,2754708,1128,2755836
D668,2754941,65,2755006
D667,2755891,2303,2758194
R4,2758192,197,2758389
D666,2758534,1449,2759983
D855,2760160,1197,2761357
307,2761453,16890,2778343
308,2778343,18689,2797032
309,2797032,13029,2810061
310,2810061,2140,2812201
311,2813278,2473,2815751
312,2815866,12858,2828724
313,2828724,2656,2831380
D314,2831382,1936,2833318
D315,2833318,1169,2834487
D316,2834487,1775,2836262
D318,2836262,1108,2837370
D322,2837370,9206,2846576
R316,2845142,,2845142
D830,2846689,1525,2848214
D317,2848214,3936,2852150
R316,2851685,,2851685
319,2853114,4733,2857847
D749,2857848,5877,2863725
324,2863725,30656,2894381
D325,2894383,1919,2896302
326,2896302,16227,2912529
327,2912531,1086,2913617
328,2914841,8842,2923683
329,2923683,13745,2937428
330,2937428,1143,2938571
D728,2938573,6572,2945145
331,2945156,3495,2948651
332,2948653,1200,2949853
333,2950597,8680,2959277
334,2959277,1487,2960764
335,2960991,11959,2972950
D336,2972950,5235,2978185
D337,2978185,6379,2984564
338,2985307,1452,2986759
D339,2986759,3314,2990073
340,2991040,70683,3061723
D341,3063491,1851,3065342
D873,3065392,124,3065516
D346,3065516,4425,3069941
D794,3069941,763,3070704
D723,3070706,29076,3099782
D752,3099782,688,3100470
627,3100470,1859,3102329
D724,3102329,18614,3120943
D725,3120943,8969,3129912
D782,3130093,1137,3131230
D780,3131230,761,3131991
D773,3132061,449,3132510
347,3132595,56316,3188911
348,3188911,6109,3195020
D349,3195020,12175,3207195
D350,3207195,7195,3214390
D351,3215331,10243,3225574
D352,3225574,16480,3242054
D353,3242054,13161,3255215
D354,3255215,7373,3262588
D355,3262588,1860,3264448
D356,3264448,6357,3270805
D357,3270805,18486,3289291
D358,3289291,1875,3291166
D359,3291166,6176,3297342
D360,3297344,3302,3300646
D361,3301356,5539,3306895
D362,3306895,12667,3319562
D363,3319562,10664,3330226
D364,3330226,1299,3331525
D365,3331525,6070,3337595
D366,3337595,5637,3343232
D367,3343232,1956,3345188
D368,3345188,1845,3347033
D369,3347033,16924,3363957
D370,3363957,14994,3378951
D371,3378951,26061,3405012
D683,3411810,879,3412689
TSP,3412408,279,3412687
D372,3413007,6445,3419452
D373,3419543,3377,3422920
D374,3422920,9220,3432140
D375,3432950,2371,3435321
D376,3436023,16400,3452423
D377,3452529,2595,3455124
D378,3455124,3159,3458283
379,3458284,35803,3494087
380,3494087,2908,3496995
381,3496995,16001,3512996
D382,3512999,1630,3514629
383,3514629,8401,3523030
384,3523030,1170,3524200
385,3524200,44629,3568829
386,3568829,2430,3571259
387,3571259,13387,3584646
R456,3584823,60,3584883
404,3584883,9962,3594845
405,3594845,2610,3597455
406,3597455,36083,3633538
R754,3597455,,3597455
407,3633538,28199,3661737
408,3661737,2059,3663796
D409,3663796,23715,3687511
410,3687511,17151,3704662
411,3705260,24402,3729662
D412,3730170,2141,3732311
D413,3733037,4845,3737882
414,3737882,16139,3754021
415,3754021,10555,3764576
416,3764576,30559,3795135
417,3795628,18414,3814042
418,3814042,8077,3822119
419,3822127,11476,3833603
420,3833603,1367,3834970
421,3834970,18794,3853764
422,3853764,2436,3856200
423,3856200,9075,3865275
424,3866163,3633,3869796
425,3869796,2333,3872129
426,3872129,13695,3885824
427,3886664,1380,3888044
428,3888044,8013,3896057
429,3896057,7230,3903287
430,3903287,10493,3913780
431,3913780,1434,3915214
432,3915214,1275,3916489
433,3916489,52256,3968745
434,3968745,17689,3986434
D435,3986434,1691,3988125
436,3990921,5543,3996464
437,3996464,1393,3997857
438,3997858,13996,4011854
439,4011854,22684,4034538
440,4034556,2408,4036964
441,4036986,3241,4040227
D771,4045144,1898,4047042
443,4048314,2131,4050445
444,4050445,2627,4053072
445,4053072,11520,4064592
D446,4065351,1566,4066917
447,4066917,1751,4068668
448,4068668,15684,4084352
449,4084352,23140,4107492
450,4107492,8099,4115591
451,4115591,7450,4123041
452,4123041,24334,4147375
461,4147375,2352,4149727
462,4149727,1432,4151159
463,4151159,13937,4165096
464,4165096,14116,4179212
465,4179212,4573,4183785
466,4183785,6726,4190511
467,4190511,5303,4195814
468,4196621,2704,4199325
D469,4199347,5242,4204589
470,4204589,8954,4213543
D471,4213543,1479,4215022
472,4215022,22720,4237742
IN,4239193,1011,4240204
D933,4242226,302,4242528
D919,4243414,269,4243683
473,4247909,15043,4262952
477,4262952,1577,4264529
478,4265021,26318,4291339
D903,4291339,1849,4293188
D480,4294356,1014,4295370
D846,4295562,505,4296067
D858,4296067,1110,4297177
482,4297928,6516,4304444
483,4304444,1335,4305779
484,4305779,10486,4316265
D485,4316265,1269,4317534
486,4317534,2449,4319983
487,4320973,14259,4335232
488,4335232,4140,4339372
489,4339372,1158,4340530
490,4340530,6107,4346637
491,4346637,10964,4357601
D492,4357706,4565,4362271
493,4362271,38056,4400327
494,4400327,21553,4421880
495,4421881,2544,4424425
496,4424426,2037,4426463
497,4426463,20634,4447097
R808,4447155,63,4447218
512,4447154,18777,4465931
513,4465931,3252,4469183
514,4469183,2881,4472064
515,4472064,2511,4474575
D516,4474575,3125,4477700
R5,4477314,386,4477700
TSP,4477347,570,4477917
D517,4477700,1563,4479263
TSP,4477951,792,4478743
D530,4479878,1409,4481287
D531,4481726,1414,4483140
D532,4483140,1378,4484518
D534,4485230,2249,4487479
D536,4495474,1297,4496771
D897,4496771,798,4497569
IN,4497578,1281,4498859
r354,4499229,45,4499274
537,4499225,15809,4515034
538,4515034,15129,4530163
539,4530163,27418,4557581
540,4557581,2389,4559970
541,4559970,4012,4563982
542,4564499,9055,4573554
543,4573554,26643,4600197
544,4600197,4028,4604225
545,4604225,48516,4652741
546,4652741,1263,4654004
547,4654841,3254,4658095
R532,4658071,67,4658138
D802,4658210,1761,4659971
D565,4659971,3659,4663630
566,4663630,68052,4731682
567,4731682,27467,4759149
568,4759915,1084,4760999
R1165,4759915,,4759915
569,4760999,1547,4762546
D870,4762546,85,4762631
D895,4762631,1010,4763641
IN,4762874,996,4763870
D564,4763888,1172,4765060
D791,4765237,2637,4767874
D777,4767874,1593,4769467
D1005,4769469,925,4770394
D880,4771002,845,4771847
570,4773424,27673,4801097
D571,4801392,1174,4802566
D572,4803187,4146,4807333
R496,4806331,881,4807212
573,4808357,1048,4809405
D574,4809406,1304,4810710
575,4810718,10318,4821036
576,4821036,66,4821102
577,4821102,9740,4830842
578,4830984,6659,4837643
R6,4838105,947,4839052
579,4838105,1927,4840032
580,4840032,15060,4855092
581,4855158,2163,4857321
582,4857321,1657,4858978
583,4858978,2169,4861147
584,4861147,20947,4882094
585,4882094,4021,4886115
586,4886115,341,4886456
587,4886636,2630,4889266
588,4889266,1679,4890945
589,4890945,1551,4892496
590,4892949,9379,4902328
591,4902328,3503,4905831
592,4905831,29477,4935308
593,4935913,4829,4940742
594,4940748,1353,4942101
595,4942101,9615,4951716
596,4951716,6355,4958071
597,4958071,59148,5017219
598,5017220,3215,5020435
599,5020435,1103,5021538
600,5021538,44336,5065874
601,5065874,8169,5074043
602,5074043,1613,5075656
603,5075751,1598,5077349
604,5077349,25208,5102557
605,5102557,8936,5111493
606,5111493,723,5112216
607,5112216,1683,5113899
608,5113900,9057,5122957
609,5122957,2013,5124970
610,5124970,4484,5129454
R353,5129454,45,5129499
D731,5129454,5158,5134612
D751,5134612,2736,5137348
D736,5137348,4741,5142089
D760,5142089,1383,5143472
D755,5143868,2553,5146421
D740,5147227,4094,5151321
R1000,5151382,186,5151568
D726,5152264,12773,5165037
D518,5165130,5798,5170928
R338,5170775,2429,5173204
D519,5170928,1004,5171932
D520,5172279,934,5173213
D529,5173213,1881,5175094
D949,5175094,1072,5176166
D859,5176679,338,5177017
D521,5177288,2831,5180119
D522,5180119,2427,5182546
D525,5184579,5096,5189675
D526,5189675,3496,5193171
R1012,5193809,286,5194095
D917,5193881,2882,5196763
R1012,5196785,286,5197071
D533,5199940,1729,5201669
D1023,5202783,578,5203361
TSP,5203003,294,5203297
D266,5213401,1008,5214409
D265,5214409,88,5214497
D966,5229122,819,5229941
D442,5229941,226,5230167
IN,5232341,1281,5233622
R353,5233992,26,5234018
611,5233990,49264,5283254
612,5283254,13995,5297249
613,5297249,22496,5319745
D614,5319745,15472,5335217
615,5338032,4368,5342400
616,5343365,4422,5347787
617,5347787,13911,5361698
621,5361698,24881,5386579
622,5387430,3601,5391031
623,5391031,213,5391244
R618,5391031,,5391031
624,5391244,971,5392215
625,5392215,5725,5397940
626,5397940,12400,5410340
628,5410341,2774,5413115
629,5413296,7192,5420488
630,5420488,10090,5430578
631,5430580,4675,5435255
632,5435255,13905,5449160
633,5450043,5543,5455586
634,5455586,1404,5456990
635,5456990,12501,5469491
636,5469491,59191,5528682
637,5528682,3090,5531772
D638,5531772,836,5532608
R1033,5532609,39,5532648
D169,5532608,1285,5533893
TSP,5533630,309,5533939
D168,5533992,514,5534506
IN,5534515,669,5535184
R1033,5539872,39,5539911
640,5539868,15486,5555354
641,5555356,2045,5557401
642,5557402,10456,5567858
643,5567858,20397,5588255
644,5588255,1630,5589885
645,5589885,2209,5592094
646,5592094,1776,5593870
647,5594951,29205,5624156
648,5624156,17612,5641768
649,5642341,9517,5651858
650,5651858,57566,5709424
651,5709424,30612,5740036
652,5740036,15582,5755618
653,5755619,1948,5757567
654,5757567,35846,5793413
655,5793488,1580,5795068
656,5795152,31988,5827140
657,5827140,14819,5841959
658,5841959,2220,5844179
659,5844186,2281,5846467
660,5846467,5074,5851541
661,5851541,20448,5871989
662,5871989,9789,5881778
663,5881778,66683,5948461
664,5948462,4588,5953050
673,5953050,11411,5964461
R436,5964440,45,5964485
680,5964461,18159,5982620
681,5982620,9723,5992343
682,5992343,7912,6000255
684,6000256,13470,6013726
685,6013726,29244,6042970
686,6042970,2751,6045721
687,6045721,22771,6068492
688,6068492,1917,6070409
689,6072094,9551,6081645
D762,6081645,5757,6087402
D690,6087418,920,6088338
691,6088338,1759,6090097
692,6090097,15246,6105343
693,6106255,4193,6110448
698,6110448,799,6111247
699,6111247,3747,6114994
700,6114994,80901,6195895
701,6196139,2561,6198700
702,6199321,24986,6224307
703,6224308,1155,6225463
704,6225464,16294,6241758
705,6241758,1290,6243048
706,6243048,19592,6262640
707,6263132,30354,6293486
708,6293489,1117,6294606
709,6294614,8880,6303494
710,6303494,20508,6324002
711,6324002,24974,6348976
712,6348976,10708,6359684
713,6359684,16799,6376483
714,6377300,15536,6392836
715,6392836,2025,6394861
716,6394861,1192,6396053
717,6397236,2467,6399703
720,6399703,2715,6402418
721,6402927,14067,6416994
722,6416994,3918,6420912
