s23,23_Loc,23_length,23_end
D518,954033,5692,959725
D726,959843,12779,972622
R1000,973503,185,973688
D938,973528,2299,975827
D740,975841,4439,980280
D755,980395,4045,984440
D760,984836,2537,987373
D736,987373,5040,992413
D751,992413,2810,995223
R1148,995126,175,995301
D976,995223,77,995300
D731,995300,7481,1002781
R353,1002735,45,1002780
610,1002781,4457,1007238
609,1007238,2011,1009249
608,1009249,9063,1018312
607,1018312,1684,1019996
606,1019996,736,1020732
605,1020732,8935,1029667
604,1029667,25432,1055099
603,1055099,1598,1056697
602,1056792,1613,1058405
601,1058405,8169,1066574
600,1066574,44338,1110912
599,1110912,1103,1112015
598,1112015,3214,1115229
597,1115229,59148,1174377
596,1174377,6353,1180730
595,1180730,9616,1190346
594,1190352,1347,1191699
593,1191699,4835,1196534
592,1197139,29475,1226614
591,1226614,3503,1230117
590,1230117,9276,1239393
589,1239846,1551,1241397
588,1241397,1679,1243076
587,1243076,2630,1245706
586,1245886,341,1246227
585,1246227,4021,1250248
584,1250248,20959,1271207
583,1271207,2174,1273381
582,1273381,1657,1275038
581,1275038,2166,1277204
580,1277270,13349,1290619
D776,1290619,1159,1291778
579,1291778,2479,1294257
R6,1291778,,1291778
578,1294719,6659,1301378
577,1301520,9741,1311261
576,1311261,66,1311327
575,1311327,10312,1321639
D822,1321647,1125,1322772
573,1322772,2338,1325110
D739,1326095,4173,1330268
D817,1330876,1172,1332048
570,1332343,27710,1360053
D933,1362671,347,1363018
D937,1363384,1360,1364744
D895,1365421,742,1366163
D870,1367291,83,1367374
569,1367375,1547,1368922
R1165,1367375,,1367375
568,1368922,1084,1370006
567,1370772,27485,1398257
566,1398257,67494,1465751
D565,1465751,3556,1469307
D802,1469307,1761,1471068
R532,1471140,67,1471207
D919,1474642,1617,1476259
D563,1476733,834,1477567
D940,1478602,79,1478681
R532,1478639,67,1478706
547,1478681,3256,1481937
546,1482774,1263,1484037
545,1484037,48504,1532541
544,1532541,4139,1536680
543,1536680,26644,1563324
542,1563324,9055,1572379
541,1572896,4013,1576909
540,1576909,2390,1579299
539,1579299,27419,1606718
538,1606718,15090,1621808
537,1621808,15808,1637616
r354,1637570,45,1637615
515,1637902,2377,1640279
514,1640279,2867,1643146
513,1643146,3252,1646398
512,1646398,18772,1665170
R808,1665106,63,1665169
497,1665227,20633,1685860
496,1685860,2037,1687897
495,1687897,2544,1690441
494,1690442,21555,1711997
493,1711997,38052,1750049
D492,1750049,4565,1754614
491,1754719,10985,1765704
490,1765704,6107,1771811
489,1771811,1158,1772969
488,1772969,4141,1777110
487,1777110,14260,1791370
486,1792360,2450,1794810
D485,1794810,1269,1796079
484,1796079,10486,1806565
483,1806565,1335,1807900
482,1807900,6518,1814418
D858,1815169,1110,1816279
D846,1816279,505,1816784
D480,1816976,1014,1817990
478,1819025,27216,1846241
477,1846733,1577,1848310
473,1848310,15027,1863337
472,1863337,22716,1886053
D471,1886053,1479,1887532
470,1887532,10401,1897933
468,1898007,2704,1900711
467,1901518,5276,1906794
466,1906794,6726,1913520
465,1913520,4573,1918093
464,1918093,14108,1932201
463,1932201,13937,1946138
462,1946138,1432,1947570
461,1947570,2352,1949922
452,1949922,24332,1974254
451,1974254,7473,1981727
450,1981727,8098,1989825
449,1989825,23145,2012970
448,2012970,15710,2028680
447,2028680,1751,2030431
D446,2030431,1566,2031997
445,2032756,11430,2044186
444,2044186,2626,2046812
443,2046812,2132,2048944
D932,2050064,1631,2051695
441,2051883,3241,2055124
440,2055152,2419,2057571
D906,2057576,1032,2058608
439,2058900,22901,2081801
438,2081801,14018,2095819
437,2095819,1393,2097212
436,2097212,5544,2102756
D435,2105552,1690,2107242
434,2107242,17689,2124931
433,2124931,52264,2177195
432,2177195,1275,2178470
431,2178470,1434,2179904
430,2179904,10493,2190397
429,2190397,7232,2197629
428,2197629,8015,2205644
427,2205644,1380,2207024
426,2207864,13814,2221678
425,2225460,6145,2231605
424,2231605,3657,2235262
423,2236150,9075,2245225
422,2245225,2436,2247661
421,2247661,18795,2266456
420,2266456,1367,2267823
419,2267823,11496,2279319
418,2279327,8077,2287404
417,2287404,18414,2305818
416,2306311,30558,2336869
415,2336869,10556,2347425
414,2347425,15407,2362832
411,2362832,24677,2387509
410,2388106,17175,2405281
D409,2405281,23706,2428987
408,2428987,2059,2431046
407,2431046,28226,2459272
R754,2431046,,2431046
406,2459272,36084,2495356
405,2495356,2610,2497966
404,2497966,9958,2507924
R456,2507924,60,2507984
387,2508161,13389,2521550
386,2521550,2430,2523980
385,2523980,44630,2568610
384,2568610,1170,2569780
383,2569780,8401,2578181
381,2578303,15998,2594301
380,2594301,2909,2597210
379,2597210,33828,2631038
D378,2631038,3159,2634197
D377,2634197,2595,2636792
D376,2636848,15387,2652235
D375,2652937,2371,2655308
D374,2656118,9222,2665340
D373,2665340,3377,2668717
D372,2668808,6543,2675351
D371,2680661,26021,2706682
D370,2706682,15138,2721820
D369,2721820,16921,2738741
D368,2738741,1845,2740586
D367,2740586,1956,2742542
D366,2742542,5650,2748192
D365,2748192,6070,2754262
D364,2754262,1299,2755561
D363,2755561,10664,2766225
D362,2766225,12669,2778894
D361,2778894,5626,2784520
D360,2784520,1182,2785702
D359,2785705,6177,2791882
D358,2791882,1875,2793757
D357,2793757,18362,2812119
D356,2812119,6435,2818554
D355,2818554,1845,2820399
D354,2820399,7373,2827772
D353,2827772,15355,2843127
D352,2843127,16474,2859601
D351,2859601,10244,2869845
D350,2870786,7192,2877978
D349,2877978,12469,2890447
348,2890447,6110,2896557
347,2896557,56416,2952973
D800,2952987,1501,2954488
D773,2954488,1865,2956353
D812,2956369,1330,2957699
D780,2957699,1352,2959051
D782,2959051,1137,2960188
D725,2960886,9084,2969970
D724,2969970,18959,2988929
D752,2988929,2190,2991119
D723,2991119,29088,3020207
D794,3020209,763,3020972
D346,3020972,4103,3025075
D266,3025075,225,3025300
D873,3025473,1242,3026715
D341,3026765,1855,3028620
340,3030389,70649,3101038
D339,3102005,6187,3108192
338,3108192,1452,3109644
D337,3110472,6379,3116851
D336,3116851,5236,3122087
335,3122087,12180,3134267
334,3134626,1366,3135992
333,3135992,9188,3145180
332,3145960,1200,3147160
331,3147162,3496,3150658
D728,3150669,6572,3157241
330,3157243,1143,3158386
329,3158386,13756,3172142
328,3172142,8842,3180984
327,3182208,1086,3183294
326,3183296,16228,3199524
D819,3199524,1994,3201518
324,3201520,30641,3232161
D323,3232161,7954,3240115
D322,3240115,4752,3244867
D321,3244867,335,3245202
D320,3245202,1146,3246348
319,3246385,3421,3249806
D318,3249806,5948,3255754
R316,3249806,,3249806
D317,3256836,1296,3258132
D316,3258132,2201,3260333
D315,3260333,1169,3261502
D314,3261502,1936,3263438
313,3263440,2656,3266096
312,3266096,11383,3277479
311,3277594,2737,3280331
D741,3281463,8842,3290305
310,3290612,2125,3292737
309,3292737,13029,3305766
308,3305766,19331,3325097
307,3325097,16889,3341986
D855,3342082,1197,3343279
D666,3343394,1658,3345052
R4,3345052,198,3345250
D304,3345307,1982,3347289
298,3348623,13280,3361903
297,3361903,12972,3374875
296,3376356,8515,3384871
295,3384871,10101,3394972
294,3395398,35828,3431226
293,3431226,1350,3432576
292,3432576,2349,3434925
291,3434925,20097,3455022
290,3455024,1128,3456152
289,3456154,19668,3475822
D288,3475822,1003,3476825
R396,3476759,81,3476840
287,3476825,11133,3487958
286,3487958,1414,3489372
285,3489866,2520,3492386
D284,3492386,1010,3493396
D239,3494032,166,3494198
D939,3494336,1102,3495438
D825,3496676,1928,3498604
D904,3498893,882,3499775
D238,3499810,1687,3501497
D237,3501497,396,3501893
D236,3501893,1298,3503191
D235,3503191,6853,3510044
D234,3510076,2308,3512384
D232,3512384,1137,3513521
D231,3513524,131,3513655
D996,3513657,1025,3514682
D230,3515395,5059,3520454
D229,3520454,1245,3521699
D228,3526392,177,3526569
D227,3526569,5521,3532090
D836,3532091,1614,3533705
D756,3533705,71,3533776
D224,3538217,9087,3547304
D225,3538263,7040,3545303
D223,3547304,181,3547485
D222,3547516,4691,3552207
D221,3552760,2218,3554978
D220,3555537,4303,3559840
D219,3560514,2536,3563050
D218,3563050,2363,3565413
D217,3567270,5820,3573090
D694,3573090,1481,3574571
D216,3574725,1989,3576714
D215,3576714,5160,3581874
D214,3582023,1974,3583997
282,3584001,7612,3591613
D281,3591613,2652,3594265
280,3595191,2086,3597277
D279,3597277,11144,3608421
278,3608421,4399,3612820
277,3612820,1398,3614218
276,3614219,3389,3617608
275,3617609,2415,3620024
274,3620024,39438,3659462
D814,3659462,1502,3660964
273,3661018,12250,3673268
272,3673268,1179,3674447
271,3674448,9616,3684064
270,3684064,15134,3699198
269,3699198,8251,3707449
268,3707449,32395,3739844
267,3739889,10302,3750191
D729,3750633,4120,3754753
D764,3758764,1287,3760051
D891,3761062,1898,3762960
D968,3763388,436,3763824
D847,3766454,2916,3769370
262,3797141,2379,3799520
261,3799520,8638,3808158
246,3808158,18308,3826466
245,3826466,9295,3835761
244,3835761,15004,3850765
D243,3850765,204,3850969
r883,3850952,37,3850989
242,3850972,18975,3869947
D241,3869947,4923,3874870
D240,3874870,2007,3876877
213,3877045,2358,3879403
212,3880296,42707,3923003
211,3923003,52095,3975098
210,3975691,6477,3982168
209,3982168,6120,3988288
208,3988907,12279,4001186
207,4001187,1017,4002204
206,4002205,5514,4007719
205,4007719,1053,4008772
204,4008772,5262,4014034
203,4014034,5780,4019814
202,4019814,7043,4026857
201,4026857,1245,4028102
200,4028103,17424,4045527
199,4045527,43689,4089216
198,4089216,9333,4098549
197,4098549,29303,4127852
196,4128841,5469,4134310
195,4134310,2845,4137155
D194,4137155,1126,4138281
D805,4138281,1505,4139786
193,4139841,32418,4172259
192,4172259,1406,4173665
191,4173665,8947,4182612
190,4183002,11026,4194028
189,4194689,14394,4209083
188,4209603,36397,4246000
187,4246034,11746,4257780
186,4257780,1077,4258857
185,4258857,8594,4267451
184,4267451,1161,4268612
183,4268612,28158,4296770
182,4296770,11039,4307809
181,4307809,9211,4317020
180,4317020,27831,4344851
179,4344851,1270,4346121
178,4346433,35502,4381935
177,4381935,11617,4393552
176,4393552,58723,4452275
175,4452275,3725,4456000
174,4456000,1716,4457716
173,4457716,14002,4471718
172,4472919,1158,4474077
171,4474077,2648,4476725
D170,4476996,1893,4478889
D667,4480115,2309,4482424
D665,4482856,729,4483585
166,4485240,38872,4524112
165,4525098,15102,4540200
164,4540200,8345,4548545
163,4548557,30435,4578992
162,4578992,3835,4582827
161,4582829,1342,4584171
160,4584258,27538,4611796
159,4611796,6550,4618346
158,4618541,2069,4620610
157,4620610,3162,4623772
156,4623772,49805,4673577
155,4673577,11787,4685364
154,4685364,5313,4690677
D941,4690678,675,4691353
153,4692258,10213,4702471
152,4702471,34902,4737373
151,4737373,13027,4750400
150,4750400,5065,4755465
149,4756794,9455,4766249
148,4766249,1063,4767312
147,4767312,19206,4786518
146,4786518,12466,4798984
145,4798984,3078,4802062
144,4802062,8490,4810552
143,4810552,2637,4813189
142,4813190,1142,4814332
141,4814332,22795,4837127
140,4837129,1674,4838803
139,4838805,5006,4843811
138,4843811,9749,4853560
137,4853560,1716,4855276
136,4855276,10252,4865528
130,4865528,21535,4887063
129,4887063,26205,4913268
128,4915184,56084,4971268
D862,4971268,86,4971354
D893,4971354,3728,4975082
R846,4975253,94,4975347
127,4975587,1537,4977124
126,4977124,10596,4987720
125,4987720,8008,4995728
124,4995728,10942,5006670
123,5007155,2208,5009363
122,5009363,8463,5017826
120,5017996,17014,5035010
119,5035010,26686,5061696
118,5061696,4163,5065859
117,5065859,3310,5069169
116,5069169,45837,5115006
115,5115006,1351,5116357
114,5116937,7266,5124203
113,5124203,61,5124264
112,5124264,2073,5126337
111,5126337,382,5126719
110,5126719,10977,5137696
109,5137696,2388,5140084
108,5140084,17882,5157966
107,5158275,7020,5165295
106,5165297,1143,5166440
105,5166441,14445,5180886
104,5181516,1678,5183194
103,5183194,9035,5192229
102,5192229,1585,5193814
101,5193814,13205,5207019
100,5207019,20163,5227182
99,5227182,15701,5242883
D98,5242883,1604,5244487
97,5244487,2557,5247044
96,5247546,3679,5251225
95,5251972,17564,5269536
D735,5270505,4104,5274609
93,5274609,7145,5281754
92,5281754,15245,5296999
D91,5296999,16860,5313859
D90,5313859,1243,5315102
D89,5315152,21097,5336249
D88,5336249,7948,5344197
D87,5344197,4393,5348590
D86,5348590,8235,5356825
D85,5356825,2033,5358858
D84,5360661,4719,5365380
D83,5365380,2578,5367958
D82,5367958,2126,5370084
81,5370084,8806,5378890
80,5379562,2277,5381839
79,5381839,4350,5386189
78,5386189,1655,5387844
77,5387845,1056,5388901
76,5388902,2503,5391405
75,5391410,10786,5402196
D74,5402196,3391,5405587
73,5405587,1842,5407429
72,5407429,1245,5408674
71,5408674,8567,5417241
70,5417241,5373,5422614
69,5422614,9844,5432458
68,5432458,7778,5440236
67,5440236,1002,5441238
66,5441238,6507,5447745
65,5448076,7762,5455838
64,5455838,17452,5473290
628,5474334,2806,5477140
629,5477322,7191,5484513
630,5484513,10090,5494603
631,5494605,4675,5499280
632,5499280,13903,5513183
633,5514066,5544,5519610
634,5519610,1404,5521014
635,5521014,12498,5533512
636,5533512,59354,5592866
637,5592866,3091,5595957
D638,5595957,773,5596730
D639,5596730,60,5596790
R1033,5596794,,5596794
640,5596790,15486,5612276
641,5612278,2045,5614323
642,5614324,10343,5624667
643,5624667,20386,5645053
644,5645053,1630,5646683
645,5646683,2209,5648892
646,5648892,1776,5650668
647,5651749,28449,5680198
648,5680198,17543,5697741
649,5698314,9517,5707831
650,5707831,55845,5763676
651,5763676,30603,5794279
652,5794279,15581,5809860
653,5809861,1948,5811809
654,5811809,35846,5847655
655,5847730,1580,5849310
656,5849394,31991,5881385
657,5881385,14828,5896213
658,5896213,2220,5898433
659,5898440,2282,5900722
660,5900722,5076,5905798
661,5905798,20484,5926282
662,5926282,9790,5936072
663,5936072,66694,6002766
664,6002767,5774,6008541
D961,6008541,1323,6009864
D969,6010884,170,6011054
D944,6013759,268,6014027
D499,6014099,117,6014216
D388,6015905,563,6016468
673,6017140,11701,6028841
R436,6028796,45,6028841
D265,6028841,3615,6032456
680,6037654,18367,6056021
681,6056021,8327,6064348
682,6064348,7912,6072260
684,6072261,13466,6085727
685,6085727,29242,6114969
686,6114969,2751,6117720
687,6117720,22771,6140491
688,6140491,1917,6142408
689,6144318,9578,6153896
D690,6153896,5661,6159557
691,6159557,1759,6161316
692,6161316,15260,6176576
693,6177488,4171,6181659
698,6181659,799,6182458
699,6182458,3747,6186205
700,6186205,81230,6267435
701,6267713,2527,6270240
702,6270861,24987,6295848
703,6295849,1155,6297004
704,6297005,16283,6313288
705,6313288,1290,6314578
706,6314578,19590,6334168
707,6334660,30350,6365010
708,6365013,1117,6366130
709,6366138,8880,6375018
710,6375018,20508,6395526
711,6395526,24861,6420387
712,6420387,10696,6431083
713,6431083,16799,6447882
714,6448696,15537,6464233
715,6464233,2025,6466258
716,6466258,1192,6467450
717,6468639,2467,6471106
720,6471106,2715,6473821
721,6474331,14075,6488406
722,6488406,3919,6492325
